DISTRICT_I,NAME,STATE_UT,PM2.5_mean_2019,sd_2019
184,Unnao,Uttar Pradesh,63.80109737,32.04890216
186,Etawah,Uttar Pradesh,58.28947643,26.28078557
191,Kanpur Nagar,Uttar Pradesh,66.25872598,37.93095666
193,Auraiya,Uttar Pradesh,59.45508929,27.98780238
197,Faizabad,Uttar Pradesh,58.69031512,26.75763547
200,Kanpur Dehat,Uttar Pradesh,59.52877043,27.97318174
205,Deoria,Uttar Pradesh,59.28905471,26.37727662
210,Sultanpur,Uttar Pradesh,60.81922469,26.78250842
211,Ambedkar Nagar,Uttar Pradesh,60.94576366,26.72712694
216,Rae Bareli,Uttar Pradesh,60.12262747,26.55699663
231,Jalaun,Uttar Pradesh,56.00604848,24.96559096
233,Azamgarh,Uttar Pradesh,62.12097947,26.79808264
241,Mau,Uttar Pradesh,60.89199011,26.46241473
242,Fatehpur,Uttar Pradesh,59.02335959,25.92576806
246,Jaunpur,Uttar Pradesh,63.52178162,27.29742115
247,Ballia,Uttar Pradesh,60.02551835,26.93523796
248,Pratapgarh,Uttar Pradesh,61.51797294,26.70449364
249,Hamirpur,Uttar Pradesh,56.32523297,24.90933601
263,Jhansi,Uttar Pradesh,48.03843236,20.93947728
264,Banda,Uttar Pradesh,54.51998988,24.13299955
266,Ghazipur,Uttar Pradesh,61.05327615,26.76541702
274,Kaushambi,Uttar Pradesh,62.11168197,27.8778919
277,Allahabad,Uttar Pradesh,63.12899951,29.16776586
286,Mahoba,Uttar Pradesh,49.72593946,21.7841843
289,Varanasi,Uttar Pradesh,76.32263335,41.81078074
292,Chitrakoot,Uttar Pradesh,53.03910998,23.90513874
294,Chandauli,Uttar Pradesh,58.97773437,25.41680144
295,Sant Ravidas Nagar (Bhadohi),Uttar Pradesh,63.74524786,28.030781
310,Mirzapur,Uttar Pradesh,58.56210822,25.86953327
312,Lalitpur,Uttar Pradesh,40.06877491,16.99249184
331,Sonbhadra,Uttar Pradesh,51.15848162,22.83991246
40,Uttarkashi,Uttarakhand,20.93980087,5.59464218
47,Chamoli,Uttarakhand,19.61466105,5.210609817
50,Dehradun,Uttarakhand,37.3827017,14.84025498
54,Tehri Garhwal,Uttarakhand,26.5322338,8.321086199
56,Rudraprayag,Uttarakhand,21.32833184,5.803217073
58,Pithoragarh,Uttarakhand,19.26785308,5.772308934
67,Bageshwar,Uttarakhand,22.16496979,7.214951623
68,Garhwal,Uttarakhand,32.5725961,11.61597246
70,Hardwar,Uttarakhand,50.90442398,18.07079194
76,Almora,Uttarakhand,27.62766342,9.480499255
82,Nainital,Uttarakhand,39.37193079,16.13582951
85,Champawat,Uttarakhand,27.1982203,10.04545936
87,Udham Singh Nagar,Uttarakhand,48.51869847,17.96349096
176,Darjiling,West Bengal,28.059677,14.66252364
188,Jalpaiguri,West Bengal,31.46570676,14.53773243
223,Koch Bihar,West Bengal,32.35221688,12.63858092
226,Uttar Dinajpur,West Bengal,34.98422118,12.94411385
288,Dakshin Dinajpur,West Bengal,30.35519528,8.710329606
293,Maldah,West Bengal,36.75256714,13.2357479
335,Murshidabad,West Bengal,37.32837199,12.9327293
352,Birbhum,West Bengal,41.81769813,15.1616204
373,Nadia,West Bengal,38.78493455,16.35320501
387,Barddhaman,West Bengal,42.73635679,17.46802382
392,Puruliya,West Bengal,43.66153242,17.97066602
395,Bankura,West Bengal,41.73651539,15.8479203
410,North Twenty Four Parganas,West Bengal,39.00116449,20.9004064
414,Hugli,West Bengal,43.83256407,21.96538997
426,Paschim Medinipur,West Bengal,36.85295117,12.00687211
433,Haora,West Bengal,47.97243253,30.36657542
437,KolKata,West Bengal,62.49316256,48.4786695
438,South Twenty Four Parganas,West Bengal,32.52744467,18.19494645
444,Purba Medinipur,West Bengal,36.80402408,16.49287467
