di_code,st_code,state23,dist23,A00_p10,A00_p50,A00_p90,A00_sum,A00_mean,A00_min,A00_max,A00_count
138,09,UTTAR PRADESH,ETAH,-0.04158400615147571,-0.008858131487889621,0.02460592079969273,-24548.33068402516,-0.00805557679924503,-0.14769703960015382,0.2364628988850442,3057112
139,09,UTTAR PRADESH,ETAWAH,-0.024605920799690144,0.008858131487889715,0.04158400615147372,26013.90769293303,0.008952416880151902,-0.13588619761630144,0.24415224913494812,2912455
141,09,UTTAR PRADESH,FARRUKHABAD,-0.048227604767391435,-0.012056901191847618,0.027128027681663298,-28527.818475633198,-0.010413916789990743,-0.15378700499807765,0.24415224913494812,2746061
142,09,UTTAR PRADESH,FATEHPUR,-0.022206843521720476,0.008858131487889973,0.04158400615147357,51575.08270817811,0.00997499995431068,-0.13588619761630144,0.2288965782391388,5179341
143,09,UTTAR PRADESH,FIROZABAD,-0.024605920799691736,0.00682719933535162,0.04158400615147779,23173.078490051892,0.007634772921521409,-0.11374086889657825,0.2288965782391388,3043033
144,09,UTTAR PRADESH,GAUTAMBUDHNAGAR,-0.029773164167630435,0.006821366305223118,0.08882737408689037,36754.52702180826,0.020502346745978384,-0.11909265667051133,0.2599000384467512,1799130
146,09,UTTAR PRADESH,GAZIPUR,-0.0068212300178741025,0.02712802768166241,0.08882737408688453,148656.10816943704,0.035538622766142995,-0.11909265667051133,0.24415224913494812,4191005
145,09,UTTAR PRADESH,GHAZIABAD,-0.04158400615148129,-0.0045007619146365295,0.10340638216072591,17870.905616248518,0.015406290097499338,-0.11374086889657825,0.2679584775086506,1164347
147,09,UTTAR PRADESH,GONDA,-0.051733948481344265,-0.015747789311808025,0.027128027681662788,-67170.68958905416,-0.013466342385174456,-0.14769703960015382,0.2364628988850442,4997607
148,09,UTTAR PRADESH,GORAKHPUR,-0.004473728371965515,0.02712802768166719,0.09356401384082606,153791.27292409795,0.03699864901619005,-0.12456747404844293,0.2599000384467512,4167218
149,09,UTTAR PRADESH,HAMIRPUR,-0.004481852017963321,0.03254133025757871,0.05911572472126599,143396.5721052509,0.02971255094893623,-0.12456747404844293,0.22145328719723184,4836349
661,09,UTTAR PRADESH,HAPUR,-0.04484429065744953,-0.015747789311804795,0.029773164167626927,-14903.669273016345,-0.010490887160043039,-0.13016532103037293,0.24415224913494812,1425629
150,09,UTTAR PRADESH,HARDOI,-0.04158400615146921,-0.0026440444411645198,0.032541330257586834,-26144.77683308604,-0.0034776865713830657,-0.16000000000000003,0.24415224913494812,7529334
163,09,UTTAR PRADESH,HATHRAS,-0.024605920799690206,0.012056901191847543,0.05536332179929922,32548.81625614501,0.01451015903194666,-0.13588619761630144,0.24415224913494812,2250134
151,09,UTTAR PRADESH,JALAUN,-0.0068053774834688835,0.027128027681661986,0.05911572472126416,151822.2096935964,0.026775129838371797,-0.12456747404844293,0.2519646289888504,5680240
