di_code,st_code,state23,dist23,A60_p2,A60_p90,A60_p95,A60_p98,A60_sum,A60_mean,A60_min,A60_max,A60_count
603,35,ANDAMAN & NICOBAR,NICOBAR,-0.022206843521722416,0.16000000000000966,0.17937716262976242,0.19986159169549542,190266.8421503261,0.0948472959812767,-0.16000000000000003,0.3188927335640138,2020602
632,35,ANDAMAN & NICOBAR,NORTH & MIDDLE ANDAMAN,0.04822760476739681,0.24415224913504754,0.2599000384467557,0.2679584775086784,736628.6261736263,0.18540944135771856,-0.15378700499807765,0.33685505574778934,4003957
602,35,ANDAMAN & NICOBAR,SOUTH ANDAMAN,0.025958838482012362,0.228896578239121,0.24415224913493136,0.2599000384467567,449403.1030951545,0.15530405174297393,-0.16000000000000003,0.34602076124567477,2916597
502,28,ANDHRA PRADESH,ANANTAPUR,-0.13016532103036602,0.035432525951559685,0.05536332179931053,0.07111111111111677,-790427.1322107569,-0.035284394612546725,-0.28444444444444444,0.19986159169550174,22430270
503,28,ANDHRA PRADESH,CHITTOOR,-0.14173010380623227,0.06698961937717278,0.08882737408688253,0.11909265667051824,-313424.3319681104,-0.018174210625909522,-0.2679584775086506,0.2599000384467512,17269415
504,28,ANDHRA PRADESH,Y S R KADAPA,-0.13588619761631843,0.07535563244904536,0.09356401384085605,0.11374086889659732,-63706.229732426415,-0.0035973499597749354,-0.3014225297962323,0.24415224913494812,17724326
505,28,ANDHRA PRADESH,EAST GODAVARI,-0.05911572472126361,0.13588619761631107,0.15378700499805528,0.1727950788158499,937562.3809858438,0.06202916880732855,-0.21413302575932336,0.2761399461745483,15133939
506,28,ANDHRA PRADESH,GUNTUR,-0.09356401384082658,0.14173010380627615,0.15999999999996137,0.17937716262980036,902374.6100430492,0.06796713611466536,-0.22145328719723184,0.29287197231833906,13291974
510,28,ANDHRA PRADESH,KRISHNA,-0.059115724721263495,0.14173010380624157,0.1599999999999645,0.17937716262978814,794481.6799195459,0.07781648666265734,-0.21413302575932336,0.28444444444444444,10225813
511,28,ANDHRA PRADESH,KURNOOL,-0.14769703960017472,0.06698961937717615,0.07972318339101248,0.09356401384083307,-64243.638502907015,-0.0031852682254919574,-0.3014225297962323,0.2519646289888504,20185908
515,28,ANDHRA PRADESH,POTTI SRIRAMULU NELLORE,-0.09842368319876685,0.11374086889658706,0.13588619761633508,0.1537870049980847,680264.3984877779,0.044605757364739325,-0.2599000384467512,0.2761399461745483,15263341
517,28,ANDHRA PRADESH,PRAKASAM,-0.08882737408688768,0.1190926566705347,0.1476970396001746,0.17937716262978834,813302.7219840944,0.039787442888607964,-0.2519646289888504,0.3014225297962323,20457221
519,28,ANDHRA PRADESH,SRIKAKULAM,-0.08882737408688474,0.09356401384085804,0.11374086889659829,0.1358861976163027,207334.5592126046,0.030127751011869024,-0.2364628988850442,0.2519646289888504,6895077
520,28,ANDHRA PRADESH,VISAKHAPATNAM,-0.11374086889658186,0.11374086889659106,0.13588619761633572,0.1600000000000096,339456.3114466623,0.024970348989422478,-0.2364628988850442,0.2761399461745483,13613577
521,28,ANDHRA PRADESH,VIZIANAGARAM,-0.08882737408688722,0.08882737408687102,0.1034063821607265,0.12456747404844794,207926.77040405627,0.02871698206661991,-0.2364628988850442,0.2519646289888504,7256513
523,28,ANDHRA PRADESH,WEST GODAVARI,-0.03844675124952069,0.14173010380623063,0.1600000000000046,0.17937716262977207,659819.2744647001,0.06788475970284362,-0.186082276047674,0.3014225297962323,9731922
628,12,ARUNACHAL PRADESH,ANJAW,-0.23646289888501823,0.19291041906953582,0.21413302575925486,0.22889657823911444,363374.1310023746,0.04779450558076645,-0.33685505574778934,0.33685505574778934,7611073
229,12,ARUNACHAL PRADESH,CHANGLANG,-0.04484429065743886,0.22145328719728358,0.2364628988850282,0.2519646289888772,863672.2173641842,0.1389579303071815,-0.31009611687812383,0.33685505574778934,6227191
230,12,ARUNACHAL PRADESH,DIBANG VALLEY,-0.221453287197218,0.16633602460581615,0.1929104190695561,0.21413302575926296,281986.6149445878,0.023123522686838812,-0.3278123798539023,0.33685505574778934,12207130
231,12,ARUNACHAL PRADESH,EAST KAMENG,-0.19986159169548356,0.19986159169548237,0.21413302575926346,0.23646289888504474,521378.03107202315,0.09393864787161146,-0.3014225297962323,0.3278123798539023,5558425
233,12,ARUNACHAL PRADESH,KURUNG KUMEY,-0.2214532871972258,0.18608227604760644,0.20693579392537848,0.2288965782391119,291915.2755183856,0.0519971969645838,-0.31009611687812383,0.34602076124567477,5621269
234,12,ARUNACHAL PRADESH,LOHIT,-0.1190926566705132,0.2069357939253809,0.22145328719727927,0.23646289888502367,433958.94683656225,0.11255329694100427,-0.3014225297962323,0.33685505574778934,3863405
235,12,ARUNACHAL PRADESH,LOWER DIBANG VALLEY,-0.13016532103037534,0.19291041906955644,0.2141330257592942,0.2288965782391297,436268.38272148714,0.09731091474656227,-0.33685505574778934,0.34602076124567477,4491587
237,12,ARUNACHAL PRADESH,PAPUMPARE,-0.016774026983283785,0.18608227604764993,0.19986159169548415,0.2141330257593018,531137.6699161014,0.12280820459013188,-0.24415224913494812,0.31009611687812383,4333778
238,12,ARUNACHAL PRADESH,TAWANG,-0.22889657823913434,0.1190926566705293,0.14173010380623174,0.17279507881584974,-116352.16395086364,-0.03760789368301178,-0.3188927335640138,0.28444444444444444,3100277
