di_code,st_code,state23,dist23,A05_p2,A05_p90,A05_p95,A05_p98,A05_sum,A05_mean,A05_min,A05_max,A05_count
603,35,ANDAMAN & NICOBAR,NICOBAR,-0.059115724721262884,0.16633602460592437,0.19986159169549425,0.23646289888504907,126044.05836329081,0.06283248292321474,-0.17279507881584008,0.37425605536332185,2020602
632,35,ANDAMAN & NICOBAR,NORTH & MIDDLE ANDAMAN,-0.05173394848135175,0.10851211072664711,0.14173010380623793,0.17279507881584721,168177.78443936392,0.04233035203051099,-0.19986159169550174,0.3188927335640138,4003957
602,35,ANDAMAN & NICOBAR,SOUTH ANDAMAN,-0.04822760476739476,0.11374086889657428,0.1358861976163008,0.17279507881584436,148984.7834382212,0.05148593847405222,-0.2519646289888504,0.33685505574778934,2916597
502,28,ANDHRA PRADESH,ANANTAPUR,-0.09842368319876876,0.06698961937717669,0.07972318339101649,0.08882737408688399,370036.02594202396,0.016518280595554765,-0.3014225297962323,0.1929104190695886,22430270
503,28,ANDHRA PRADESH,CHITTOOR,-0.13016532103037326,0.0842137639369675,0.10340638216072959,0.11909265667052378,94701.80007415621,0.005491374745517864,-0.2761399461745483,0.2599000384467512,17269415
504,28,ANDHRA PRADESH,Y S R KADAPA,-0.1190926566705203,0.08882737408688827,0.10340638216073449,0.11909265667052266,222260.810565628,0.012550576628157234,-0.2519646289888504,0.22145328719723184,17724326
505,28,ANDHRA PRADESH,EAST GODAVARI,-0.1929104190695728,0.11374086889655091,0.1301653210303197,0.14769703960014183,-151177.4139238058,-0.010001904426108496,-0.31009611687812383,0.24415224913494812,15133939
506,28,ANDHRA PRADESH,GUNTUR,-0.09356401384082431,0.11909265667053782,0.13016532103033557,0.14173010380621917,842842.6411386696,0.06348316971239153,-0.2599000384467512,0.2364628988850442,13291974
510,28,ANDHRA PRADESH,KRISHNA,-0.10340638216070673,0.11909265667053577,0.13016532103033196,0.14173010380622206,637462.2652020464,0.06243702669527343,-0.2761399461745483,0.2599000384467512,10225813
511,28,ANDHRA PRADESH,KURNOOL,-0.13016532103033468,0.06698961937717691,0.07535563244905935,0.08882737408687792,144623.78012246918,0.007170601513390176,-0.2519646289888504,0.1929104190695886,20185908
515,28,ANDHRA PRADESH,POTTI SRIRAMULU NELLORE,-0.06698961937716313,0.1301653210303249,0.14173010380624695,0.1600000000000061,1056717.6570354279,0.0692902517279169,-0.2599000384467512,0.28444444444444444,15263341
517,28,ANDHRA PRADESH,PRAKASAM,-0.11909265667052514,0.11909265667053764,0.13588619761635015,0.1476970396001713,1002710.2650745108,0.049053416799277945,-0.2519646289888504,0.2599000384467512,20457221
519,28,ANDHRA PRADESH,SRIKAKULAM,-0.11909265667051763,0.10851211072665741,0.11909265667052962,0.13016532103036307,282877.65433343354,0.041104905853346654,-0.2761399461745483,0.2519646289888504,6895077
520,28,ANDHRA PRADESH,VISAKHAPATNAM,-0.20693579392538478,0.06698961937717418,0.08882737408687454,0.1034063821607303,-798026.9653062369,-0.058702728907126384,-0.3278123798539023,0.2288965782391388,13613577
521,28,ANDHRA PRADESH,VIZIANAGARAM,-0.17279507881584846,0.07972318339100283,0.09356401384084401,0.10851211072665064,-11013.1450106829,-0.0015210368879114552,-0.3188927335640138,0.22145328719723184,7256513
523,28,ANDHRA PRADESH,WEST GODAVARI,-0.15999999999997386,0.13016532103031678,0.1476970396001157,0.15999999999998005,393163.183548757,0.04045014941533094,-0.28444444444444444,0.2679584775086506,9731922
628,12,ARUNACHAL PRADESH,ANJAW,-0.06698961937716538,0.06299115724722265,0.07972318339101367,0.09842368319876947,82096.62392916452,0.010798147737486842,-0.16633602460592078,0.2288965782391388,7611073
229,12,ARUNACHAL PRADESH,CHANGLANG,-0.08421376393694663,0.07535563244905265,0.12456747404846244,0.15378700499806824,-11625.19308207287,-0.0018704002949594012,-0.17937716262975778,0.2599000384467512,6227191
230,12,ARUNACHAL PRADESH,DIBANG VALLEY,-0.07972318339101006,0.06698961937717478,0.08421376393695776,0.10851211072664266,132671.59281737937,0.010879362437165902,-0.186082276047674,0.2519646289888504,12207130
231,12,ARUNACHAL PRADESH,EAST KAMENG,-0.1190926566705226,0.006815082415198464,0.024605920799691417,0.048227604767395786,-229099.11174851138,-0.041277651729958356,-0.2288965782391388,0.19986159169550174,5558425
233,12,ARUNACHAL PRADESH,KURUNG KUMEY,-0.10851211072664714,0.02712802768166306,0.048227604767398194,0.07535563244905437,-155775.36522005682,-0.027747374073499347,-0.21413302575932336,0.22145328719723184,5621269
234,12,ARUNACHAL PRADESH,LOHIT,-0.08421376393694832,0.09356401384083565,0.12456747404846844,0.15378700499808953,19598.81062015111,0.005083224501996883,-0.17279507881584008,0.2761399461745483,3863405
235,12,ARUNACHAL PRADESH,LOWER DIBANG VALLEY,-0.08882737408688242,0.11909265667053023,0.14769703960017674,0.16633602460590668,39990.018883066026,0.00891988847316437,-0.17937716262975778,0.2519646289888504,4491587
237,12,ARUNACHAL PRADESH,PAPUMPARE,-0.10340638216071464,0.027128027681660775,0.05536332179930792,0.10340638216070511,-125467.34280164888,-0.02901021708100467,-0.186082276047674,0.2519646289888504,4333778
238,12,ARUNACHAL PRADESH,TAWANG,-0.06698961937717098,0.0753556324490502,0.08882737408688979,0.10851211072664545,51530.26253324329,0.01665585382345194,-0.16633602460592078,0.22145328719723184,3100277
239,12,ARUNACHAL PRADESH,TIRAP,-0.09356401384082415,0.02977316416762715,0.05173394848135355,0.08421376393694557,-32579.644326950816,-0.022147103551608587,-0.17279507881584008,0.2364628988850442,1474824
240,12,ARUNACHAL PRADESH,UPPER SIANG,-0.09842368319876882,0.029773164167629675,0.05173394848134993,0.0797231833910043,-202009.9534445253,-0.023681519087505154,-0.1929104190695886,0.2679584775086506,8540336
241,12,ARUNACHAL PRADESH,UPPER SUBANSIRI,-0.10340638216071626,0.024605920799691674,0.044844290657441666,0.0669896193771644,-243349.78442018892,-0.029640135479739566,-0.186082276047674,0.22145328719723184,8220067
242,12,ARUNACHAL PRADESH,WEST KAMENG,-0.09842368319876282,0.024605920799692333,0.04484429065744026,0.06698961937716257,-165073.32566074748,-0.026748617070399005,-0.19986159169550174,0.24415224913494812,6178998
719,12,ARUNACHAL PRADESH,LOWER SIANG,-0.09842368319876647,0.027128027681660616,0.05536332179930675,0.10851211072664582,-60806.69739757389,-0.026601318619204468,-0.16633602460592078,0.24415224913494812,2292082
236,12,ARUNACHAL PRADESH,LOWER SUBANSIRI,-0.09842368319877191,0.012056901191848586,0.02977316416762738,0.055363321799307676,-83094.81728434807,-0.0339929940682729,-0.19986159169550174,0.2069357939254133,2449933
679,12,ARUNACHAL PRADESH,SIANG,-0.10340638216071141,0.010396001537870287,0.035432525951557915,0.07535563244905927,-154078.9746027191,-0.03521438074064835,-0.186082276047674,0.22145328719723184,4383418
243,12,ARUNACHAL PRADESH,WEST SIANG,-0.1085121107266458,0.006812219959256919,0.03543252595155735,0.07972318339100283,-66335.38679384325,-0.039328437080375485,-0.17279507881584008,0.2069357939254133,1691102
725,12,ARUNACHAL PRADESH,SHI YOMI,-0.09356401384082401,0.04158400615147601,0.05911572472126296,0.07972318339100533,-36820.25680089158,-0.01106706528690147,-0.1929104190695886,0.24415224913494812,3331997
724,12,ARUNACHAL PRADESH,LEPA RADA,-0.10340638216070512,0.012056901191848676,0.038446751249519504,0.07535563244905893,-35638.210256035294,-0.036824627401344526,-0.186082276047674,0.21413302575932336,970650
723,12,ARUNACHAL PRADESH,PAKKE KESSANG,-0.09842368319876803,0.03254133025759424,0.05911572472126388,0.09842368319877148,-54332.14406093954,-0.02270146117083817,-0.1929104190695886,0.2364628988850442,2399368
677,12,ARUNACHAL PRADESH,KRA DAADI,-0.10851211072664037,8.917637896681659E-4,0.015747789311802846,0.03543252595155746,-92054.6629117682,-0.04138802984348978,-0.186082276047674,0.1929104190695886,2229870
678,12,ARUNACHAL PRADESH,NAMSAI,-0.059115724721264244,0.15378700499803788,0.16633602460591496,0.17937716262975806,105711.48754678656,0.06254315814496478,-0.15378700499807765,0.2761399461745483,1693784
718,12,ARUNACHAL PRADESH,KAMLE,-0.09842368319877334,0.006808267985242155,0.02460592079969246,0.051733948481354215,-64325.45309876503,-0.03701793394837492,-0.186082276047674,0.2288965782391388,1742339
232,12,ARUNACHAL PRADESH,EAST SIANG,-0.08421376393694609,0.1358861976163503,0.1537870049980806,0.17279507881584866,72567.93444728565,0.03418289967803879,-0.16000000000000003,0.2599000384467512,2127307
666,12,ARUNACHAL PRADESH,LONGDING,-0.09842368319877413,0.027128027681659728,0.04822760476739381,0.07535563244905942,-31328.059845433974,-0.026760432988038353,-0.19986159169550174,0.22145328719723184,1174145
616,18,ASSAM,BAKSA,-0.041584006151480994,0.15999999999998704,0.17279507881585093,0.18608227604769378,268168.82637999725,0.08804596294681721,-0.14173010380622836,0.2761399461745483,3055457
280,18,ASSAM,BARPETA,-0.02712802768166175,0.17937716262983402,0.19291041906955922,0.19986159169548387,331352.11238664633,0.1162514861276524,-0.13016532103037293,0.29287197231833906,2859045
705,18,ASSAM,BISWANATH,-0.024605920799692774,0.17279507881583056,0.18608227604770827,0.1929104190695842,292015.5259571247,0.10523481035048692,-0.16633602460592078,0.2679584775086506,2780367
281,18,ASSAM,BONGAIGAON,-0.06698961937716098,0.17279507881585107,0.18608227604770378,0.1998615916954897,125723.61103626627,0.09034931566795705,-0.17937716262975778,0.28444444444444444,1397646
282,18,ASSAM,CACHAR,-0.07972318339100744,0.17279507881575612,0.18608227604764668,0.19986159169548426,246587.76451937528,0.053011504645169544,-0.16000000000000003,0.29287197231833906,4659875
708,18,ASSAM,CHARAIDEO,-0.038446751249518865,0.1599999999999888,0.17279507881585016,0.18608227604768895,113534.63835991746,0.08948406568248084,-0.13016532103037293,0.2761399461745483,1273387
612,18,ASSAM,CHIRANG,-0.03254133025759185,0.17279507881583758,0.18608227604771174,0.19291041906960102,209830.26662529007,0.08786318334381821,-0.16633602460592078,0.28444444444444444,2393821
283,18,ASSAM,DARRANG,-0.027128027681661657,0.17937716262980608,0.19291041906957399,0.20693579392539835,222590.16933501448,0.11280101515665159,-0.12456747404844293,0.2761399461745483,1980527
284,18,ASSAM,DHEMAJI,-0.04484429065743838,0.16633602460586278,0.1793771626297851,0.1929104190695794,337590.6767044135,0.1082083970423975,-0.14173010380622836,0.2679584775086506,3127982
285,18,ASSAM,DHUBRI,-0.03254133025759363,0.17937716262982134,0.18608227604764385,0.19291041906956205,231075.97523768444,0.1120257160727744,-0.12456747404844293,0.2599000384467512,2073149
