system:index,GEOID,GFD_sum,GeoName,Shape_Area,Shape_Leng,di_code,dist23,st_code,st_di23,state23,.geo
0000000000000000008b,x21354,5929.415686274511,"ODISHA, GANJAM",8.11539115029E9,679720.081487,354,GANJAM,21,"ODISHA, GANJAM",ODISHA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ab,x21355,18442.415686274522,"ODISHA, JAGATSINGHPUR",1.6740957987E9,262528.018579,355,JAGATSINGHPUR,21,"ODISHA, JAGATSINGHPUR",ODISHA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ae,x21356,61367.2823529412,"ODISHA, JAJAPUR",2.7944819502E9,433131.244933,356,JAJAPUR,21,"ODISHA, JAJAPUR",ODISHA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b8,x21357,28081.5843137255,"ODISHA, JHARSUGUDA",1.99540961159E9,357233.919033,357,JHARSUGUDA,21,"ODISHA, JHARSUGUDA",ODISHA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000be,x21358,2852.945098039216,"ODISHA, KALAHANDI",7.63272725079E9,636149.204257,358,KALAHANDI,21,"ODISHA, KALAHANDI",ODISHA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000bf,x21359,35.035294117647055,"ODISHA, KANDHAMAL",7.74567877495E9,644946.622146,359,KANDHAMAL,21,"ODISHA, KANDHAMAL",ODISHA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000cc,x21360,92685.60000000002,"ODISHA, KENDRAPARHA",2.44427471733E9,406097.545427,360,KENDRAPARHA,21,"ODISHA, KENDRAPARHA",ODISHA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000cd,x21361,10084.231372549018,"ODISHA, KEONJHAR (KENDUJHAR)",7.99678094992E9,664391.230171,361,KEONJHAR (KENDUJHAR),21,"ODISHA, KEONJHAR (KENDUJHAR)",ODISHA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000cf,x21362,16716.121568627455,"ODISHA, KHORDHA",2.78180624782E9,640351.921239,362,KHORDHA,21,"ODISHA, KHORDHA",ODISHA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000da,x21363,2215.3882352941173,"ODISHA, KORAPUT",8.13151807243E9,790931.634247,363,KORAPUT,21,"ODISHA, KORAPUT",ODISHA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ef,x21364,3394.9843137254907,"ODISHA, MALKANGIRI",5.61445354826E9,502153.527855,364,MALKANGIRI,21,"ODISHA, MALKANGIRI",ODISHA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f6,x21365,4194.717647058823,"ODISHA, MAYURBHANJ",1.00225043332E10,778904.112728,365,MAYURBHANJ,21,"ODISHA, MAYURBHANJ",ODISHA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000fe,x21366,1368.580392156863,"ODISHA, NABARANGAPUR",5.27517554299E9,557230.080145,366,NABARANGAPUR,21,"ODISHA, NABARANGAPUR",ODISHA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000104,x21367,5949.211764705876,"ODISHA, NAYAGARH",3.76328919527E9,434221.305679,367,NAYAGARH,21,"ODISHA, NAYAGARH",ODISHA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000110,x21368,1610.2941176470588,"ODISHA, NUAPARHA",3.71185491337E9,419771.819358,368,NUAPARHA,21,"ODISHA, NUAPARHA",ODISHA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000120,x21369,95883.3137254903,"ODISHA, PURI",3.35493769823E9,488488.405068,369,PURI,21,"ODISHA, PURI",ODISHA,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000012e,x21370,671.0,"ODISHA, RAYAGARHA",7.10462218763E9,790225.663471,370,RAYAGARHA,21,"ODISHA, RAYAGARHA",ODISHA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000136,x21371,10117.243137254905,"ODISHA, SAMBALPUR",6.40616053177E9,647721.289195,371,SAMBALPUR,21,"ODISHA, SAMBALPUR",ODISHA,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000015b,x21372,5619.219607843135,"ODISHA, SUBARNAPUR",2.27776643105E9,339504.546783,372,SUBARNAPUR,21,"ODISHA, SUBARNAPUR",ODISHA,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000015e,x21373,5040.576470588236,"ODISHA, SUNDARGARH",9.35992918909E9,809479.772383,373,SUNDARGARH,21,"ODISHA, SUNDARGARH",ODISHA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000181,x21349,4974.90196078431,"ODISHA, BAUDH (BAUDA)",2.99291321353E9,404642.339121,349,BAUDH (BAUDA),21,"ODISHA, BAUDH (BAUDA)",ODISHA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c6,x34598,272.85098039215694,"PUDUCHERRY, KARAIKAL",1.605386898E8,127972.228007,598,KARAIKAL,34,"PUDUCHERRY, KARAIKAL",PUDUCHERRY,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ea,x34599,0.0,"PUDUCHERRY, MAHE",9020243.77364,27438.1073368,599,MAHE,34,"PUDUCHERRY, MAHE",PUDUCHERRY,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000011e,x34600,544.1098039215685,"PUDUCHERRY, PUDUCHERRY",2.99707106114E8,353092.64223,600,PUDUCHERRY,34,"PUDUCHERRY, PUDUCHERRY",PUDUCHERRY,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000180,x34601,147.21960784313728,"PUDUCHERRY, YANAM",3.69321462543E7,38726.2440569,601,YANAM,34,"PUDUCHERRY, YANAM",PUDUCHERRY,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001b9,x03027,1775.8823529411764,"PUNJAB, AMRITSAR",2.62310571541E9,380102.553442,027,AMRITSAR,03,"PUNJAB, AMRITSAR",PUNJAB,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001c2,x03605,419.3921568627451,"PUNJAB, BARNALA",1.38679290683E9,246764.006365,605,BARNALA,03,"PUNJAB, BARNALA",PUNJAB,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001c3,x03028,145.54509803921567,"PUNJAB, BATHINDA",3.28672868471E9,423493.075552,028,BATHINDA,03,"PUNJAB, BATHINDA",PUNJAB,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001da,x03029,313.9725490196079,"PUNJAB, FARIDKOT",1.42377513523E9,232052.269593,029,FARIDKOT,03,"PUNJAB, FARIDKOT",PUNJAB,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001dc,x03030,2612.3568627450973,"PUNJAB, FATEHGARH SAHIB",1.12205275054E9,244335.235364,030,FATEHGARH SAHIB,03,"PUNJAB, FATEHGARH SAHIB",PUNJAB,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001dd,x03651,4167.054901960785,"PUNJAB, FAZILKA",2.79883058869E9,365353.754267,651,FAZILKA,03,"PUNJAB, FAZILKA",PUNJAB,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001de,x03031,13914.274509803909,"PUNJAB, FIROZPUR",2.31405324757E9,385056.483121,031,FIROZPUR,03,"PUNJAB, FIROZPUR",PUNJAB,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001e3,x03032,1273.909803921568,"PUNJAB, GURDASPUR",2.55262289918E9,329343.615225,032,GURDASPUR,03,"PUNJAB, GURDASPUR",PUNJAB,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001e8,x03033,2111.8196078431374,"PUNJAB, HOSHIARPUR",3.31139243665E9,432605.848036,033,HOSHIARPUR,03,"PUNJAB, HOSHIARPUR",PUNJAB,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001ec,x03034,3870.5411764705873,"PUNJAB, JALANDHAR",2.57878350538E9,455724.597931,034,JALANDHAR,03,"PUNJAB, JALANDHAR",PUNJAB,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001f4,x03035,15606.105882352935,"PUNJAB, KAPURTHALA",1.595462047E9,437645.667489,035,KAPURTHALA,03,"PUNJAB, KAPURTHALA",PUNJAB,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000208,x03036,4679.611764705882,"PUNJAB, LUDHIANA",3.59912829144E9,398856.01997,036,LUDHIANA,03,"PUNJAB, LUDHIANA",PUNJAB,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000020f,x03037,229.9411764705882,"PUNJAB, MANSA",2.11033572732E9,345168.466611,037,MANSA,03,"PUNJAB, MANSA",PUNJAB,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000212,x03038,9247.607843137248,"PUNJAB, MOGA",2.19488516727E9,305850.123395,038,MOGA,03,"PUNJAB, MOGA",PUNJAB,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000214,x03039,412.27450980392155,"PUNJAB, SRI MUKTSAR SAHIB",2.57052572243E9,353904.864163,039,SRI MUKTSAR SAHIB,03,"PUNJAB, SRI MUKTSAR SAHIB",PUNJAB,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000221,x03040,1839.6901960784314,"PUNJAB, SHAHID BHAGAT SINGH NAGAR",1.23429626652E9,263509.141549,040,SHAHID BHAGAT SINGH NAGAR,03,"PUNJAB, SHAHID BHAGAT SINGH NAGAR",PUNJAB,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000022d,x03662,3102.498039215686,"PUNJAB, PATHANKOT",9.3302142961E8,246908.587519,662,PATHANKOT,03,"PUNJAB, PATHANKOT",PUNJAB,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000022e,x03041,14274.192156862735,"PUNJAB, PATIALA",3.22729480132E9,638392.494829,041,PATIALA,03,"PUNJAB, PATIALA",PUNJAB,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000023b,x03042,528.1098039215686,"PUNJAB, RUPNAGAR",1.34256980953E9,332146.989843,042,RUPNAGAR,03,"PUNJAB, RUPNAGAR",PUNJAB,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000023f,x03043,4949.149019607843,"PUNJAB, SANGRUR",3.5105991643E9,516708.804692,043,SANGRUR,03,"PUNJAB, SANGRUR",PUNJAB,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000241,x03608,129.50980392156862,"PUNJAB, SAS NAGAR (SAHIBZADA AJIT SINGH NAGAR)",1.06534820745E9,315615.196109,608,SAS NAGAR (SAHIBZADA AJIT SINGH NAGAR),03,"PUNJAB, SAS NAGAR (SAHIBZADA AJIT SINGH NAGAR)",PUNJAB,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000250,x03609,5451.188235294115,"PUNJAB, TARN TARAN",2.36108761376E9,314763.38614,609,TARN TARAN,03,"PUNJAB, TARN TARAN",PUNJAB,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000d,x08086,10316.129411764707,"RAJASTHAN, AJMER",8.16029860952E9,812709.256388,086,AJMER,08,"RAJASTHAN, AJMER",RAJASTHAN,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000012,x08087,2420.8705882352942,"RAJASTHAN, ALWAR",8.09121238484E9,908983.518749,087,ALWAR,08,"RAJASTHAN, ALWAR",RAJASTHAN,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002d,x08088,8010.066666666667,"RAJASTHAN, BANSWARA",4.3363037191E9,411359.218579,088,BANSWARA,08,"RAJASTHAN, BANSWARA",RAJASTHAN,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000030,x08089,11589.06274509804,"RAJASTHAN, BARAN",6.72682863594E9,632102.193942,089,BARAN,08,"RAJASTHAN, BARAN",RAJASTHAN,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000032,x08090,2005.690196078431,"RAJASTHAN, BARMER",2.73192070312E10,1049617.25186,090,BARMER,08,"RAJASTHAN, BARMER",RAJASTHAN,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003d,x08091,6587.839215686276,"RAJASTHAN, BHARATPUR",4.88116565854E9,731664.143421,091,BHARATPUR,08,"RAJASTHAN, BHARATPUR",RAJASTHAN,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003e,x08092,22258.0,"RAJASTHAN, BHILWARA",1.00899455423E10,724746.613986,092,BHILWARA,08,"RAJASTHAN, BHILWARA",RAJASTHAN,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000044,x08093,176.0,"RAJASTHAN, BIKANER",2.92428235102E10,1180982.3923,093,BIKANER,08,"RAJASTHAN, BIKANER",RAJASTHAN,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004b,x08094,18135.55294117647,"RAJASTHAN, BUNDI",5.55782552147E9,483675.262634,094,BUNDI,08,"RAJASTHAN, BUNDI",RAJASTHAN,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000005d,x08095,46918.882352941175,"RAJASTHAN, CHITTAURGARH",7.51531003881E9,1003416.5436,095,CHITTAURGARH,08,"RAJASTHAN, CHITTAURGARH",RAJASTHAN,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000060,x08096,95.52156862745099,"RAJASTHAN, CHURU",1.33935639361E10,1026392.85028,096,CHURU,08,"RAJASTHAN, CHURU",RAJASTHAN,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006a,x08097,727.4627450980392,"RAJASTHAN, DAUSA",3.29272092765E9,515836.19162,097,DAUSA,08,"RAJASTHAN, DAUSA",RAJASTHAN,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000078,x08098,7151.97254901961,"RAJASTHAN, DHAULPUR",2.92387563346E9,397730.001057,098,DHAULPUR,08,"RAJASTHAN, DHAULPUR",RAJASTHAN,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007b,x08099,2710.7372549019606,"RAJASTHAN, DUNGARPUR",3.6250276858E9,373314.882518,099,DUNGARPUR,08,"RAJASTHAN, DUNGARPUR",RAJASTHAN,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009d,x08101,1924.7294117647057,"RAJASTHAN, HANUMANGARH",9.41583101753E9,939963.777751,101,HANUMANGARH,08,"RAJASTHAN, HANUMANGARH",RAJASTHAN,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ac,x08102,25645.71372549019,"RAJASTHAN, JAIPUR",1.07381119168E10,843777.229147,102,JAIPUR,08,"RAJASTHAN, JAIPUR",RAJASTHAN,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ad,x08103,2323.0,"RAJASTHAN, JAISALMER",3.70768274288E10,1149947.19488,103,JAISALMER,08,"RAJASTHAN, JAISALMER",RAJASTHAN,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b0,x08104,1645.0705882352943,"RAJASTHAN, JALOR",1.02370076415E10,734506.078773,104,JALOR,08,"RAJASTHAN, JALOR",RAJASTHAN,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b6,x08105,15755.807843137256,"RAJASTHAN, JHALAWAR",6.09884040769E9,754272.120853,105,JHALAWAR,08,"RAJASTHAN, JHALAWAR",RAJASTHAN,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b9,x08106,96.06274509803922,"RAJASTHAN, JHUNJHUNUN",5.72522837084E9,520688.84274,106,JHUNJHUNUN,08,"RAJASTHAN, JHUNJHUNUN",RAJASTHAN,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ba,x08107,441.10980392156864,"RAJASTHAN, JODHPUR",2.18570528954E10,1036725.76566,107,JODHPUR,08,"RAJASTHAN, JODHPUR",RAJASTHAN,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c7,x08108,3597.2313725490185,"RAJASTHAN, KARAULI",4.83298584986E9,519975.882212,108,KARAULI,08,"RAJASTHAN, KARAULI",RAJASTHAN,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d2,x08100,4110.270588235293,"RAJASTHAN, GANGANAGAR",1.06047003675E10,824329.028612,100,GANGANAGAR,08,"RAJASTHAN, GANGANAGAR",RAJASTHAN,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000dd,x08109,5002.407843137253,"RAJASTHAN, KOTA",4.89544474357E9,608217.656809,109,KOTA,08,"RAJASTHAN, KOTA",RAJASTHAN,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ff,x08110,24440.729411764707,"RAJASTHAN, NAGAUR",1.71728984818E10,954558.169266,110,NAGAUR,08,"RAJASTHAN, NAGAUR",RAJASTHAN,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000114,x08111,5029.01568627451,"RAJASTHAN, PALI",1.19199640908E10,870020.439557,111,PALI,08,"RAJASTHAN, PALI",RAJASTHAN,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000011c,x08629,3438.419607843137,"RAJASTHAN, PRATAPGARH",4.2680965074E9,449221.779975,629,PRATAPGARH,08,"RAJASTHAN, PRATAPGARH",RAJASTHAN,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000128,x08112,4865.109803921569,"RAJASTHAN, RAJ SAMAND",4.45262190953E9,701612.534792,112,RAJ SAMAND,08,"RAJASTHAN, RAJ SAMAND",RAJASTHAN,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000013b,x08113,14512.09803921568,"RAJASTHAN, SAWAI MADHOPUR",4.83936263772E9,570117.2421,113,SAWAI MADHOPUR,08,"RAJASTHAN, SAWAI MADHOPUR",RAJASTHAN,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000014b,x08114,646.6039215686274,"RAJASTHAN, SIKAR",7.46276368614E9,719407.442748,114,SIKAR,08,"RAJASTHAN, SIKAR",RAJASTHAN,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000014f,x08115,1231.1490196078432,"RAJASTHAN, SIROHI",4.93927482901E9,455078.637864,115,SIROHI,08,"RAJASTHAN, SIROHI",RAJASTHAN,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000166,x08116,81957.74901960783,"RAJASTHAN, TONK",6.92967453309E9,686222.906972,116,TONK,08,"RAJASTHAN, TONK",RAJASTHAN,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000168,x08117,7710.5490196078445,"RAJASTHAN, UDAIPUR",1.12615546757E10,876517.420943,117,UDAIPUR,08,"RAJASTHAN, UDAIPUR",RAJASTHAN,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007e,x11225,18.04705882352941,"SIKKIM, EAST",9.05270519667E8,146187.576225,225,EAST,11,"SIKKIM, EAST",SIKKIM,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000010a,x11226,354.57647058823534,"SIKKIM, NORTH",4.08236222396E9,328955.137372,226,NORTH,11,"SIKKIM, NORTH",SIKKIM,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000154,x11227,31.96078431372549,"SIKKIM, SOUTH",7.06652227486E8,160104.587712,227,SOUTH,11,"SIKKIM, SOUTH",SIKKIM,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000178,x11228,23.011764705882353,"SIKKIM, WEST",1.15913019708E9,184178.684242,228,WEST,11,"SIKKIM, WEST",SIKKIM,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000296,x33610,722.8235294117648,"TAMIL NADU, ARIYALUR",1.95355184555E9,259098.153078,610,ARIYALUR,33,"TAMIL NADU, ARIYALUR",TAMIL NADU,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000297,x33730,9139.011764705881,"TAMIL NADU, CHENGALPATTU",2.7208678965E9,358842.505918,730,CHENGALPATTU,33,"TAMIL NADU, CHENGALPATTU",TAMIL NADU,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000298,x33568,504.11764705882354,"TAMIL NADU, CHENNAI",3.32995243659E8,129264.584986,568,CHENNAI,33,"TAMIL NADU, CHENNAI",TAMIL NADU,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000299,x33569,247.56862745098044,"TAMIL NADU, COIMBATORE",4.77499429649E9,567689.264188,569,COIMBATORE,33,"TAMIL NADU, COIMBATORE",TAMIL NADU,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000029a,x33570,4208.164705882351,"TAMIL NADU, CUDDALORE",3.72627721572E9,538000.310459,570,CUDDALORE,33,"TAMIL NADU, CUDDALORE",TAMIL NADU,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000029b,x33571,654.6627450980388,"TAMIL NADU, DHARMAPURI",4.50766128466E9,524839.925954,571,DHARMAPURI,33,"TAMIL NADU, DHARMAPURI",TAMIL NADU,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000029c,x33572,207.55686274509804,"TAMIL NADU, DINDIGUL",6.14476304919E9,647345.612172,572,DINDIGUL,33,"TAMIL NADU, DINDIGUL",TAMIL NADU,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000029d,x33573,912.5176470588236,"TAMIL NADU, ERODE",5.14541340928E9,754856.035429,573,ERODE,33,"TAMIL NADU, ERODE",TAMIL NADU,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000029e,x33574,4073.3568627450995,"TAMIL NADU, KANCHIPURAM",1.7423780072E9,434909.581434,574,KANCHIPURAM,33,"TAMIL NADU, KANCHIPURAM",TAMIL NADU,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000029f,x33729,551.356862745098,"TAMIL NADU, KALLAKKURICHI",3.54776948139E9,423126.665448,729,KALLAKKURICHI,33,"TAMIL NADU, KALLAKKURICHI",TAMIL NADU,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002a0,x33575,253.96862745098042,"TAMIL NADU, KANYAKUMARI",1.7356567607E9,250200.341266,575,KANYAKUMARI,33,"TAMIL NADU, KANYAKUMARI",TAMIL NADU,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002a1,x33576,705.737254901961,"TAMIL NADU, KARUR",2.93783963939E9,465382.763621,576,KARUR,33,"TAMIL NADU, KARUR",TAMIL NADU,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002a2,x33578,377.2705882352941,"TAMIL NADU, MADURAI",3.77864919234E9,556591.142734,578,MADURAI,33,"TAMIL NADU, MADURAI",TAMIL NADU,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002a3,x33587,86.0,"TAMIL NADU, NILGIRIS",2.44856074901E9,348091.550661,587,NILGIRIS,33,"TAMIL NADU, NILGIRIS",TAMIL NADU,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002a4,x33579,17141.725490196084,"TAMIL NADU, NAGAPATTINAM",2.59616007442E9,551117.207372,579,NAGAPATTINAM,33,"TAMIL NADU, NAGAPATTINAM",TAMIL NADU,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002a5,x33580,216.556862745098,"TAMIL NADU, NAMAKKAL",3.44714406683E9,421895.926029,580,NAMAKKAL,33,"TAMIL NADU, NAMAKKAL",TAMIL NADU,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002a6,x33581,116.0,"TAMIL NADU, PERAMBALUR",1.7711800704E9,293242.935931,581,PERAMBALUR,33,"TAMIL NADU, PERAMBALUR",TAMIL NADU,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002a7,x33582,3435.152941176469,"TAMIL NADU, PUDUKKOTTAI",4.72447076608E9,700396.399693,582,PUDUKKOTTAI,33,"TAMIL NADU, PUDUKKOTTAI",TAMIL NADU,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002a8,x33583,3595.643137254903,"TAMIL NADU, RAMANATHAPURAM",4.20596547007E9,759677.186729,583,RAMANATHAPURAM,33,"TAMIL NADU, RAMANATHAPURAM",TAMIL NADU,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002a9,x33731,1134.949019607843,"TAMIL NADU, RANIPPETTAI",1.8441105869E9,364819.857096,731,RANIPPETTAI,33,"TAMIL NADU, RANIPPETTAI",TAMIL NADU,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002aa,x33584,1280.7058823529412,"TAMIL NADU, SALEM",6.03702918973E9,915161.466656,584,SALEM,33,"TAMIL NADU, SALEM",TAMIL NADU,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002ab,x33585,694.2039215686273,"TAMIL NADU, SIVAGANGA",4.32402575396E9,696117.078501,585,SIVAGANGA,33,"TAMIL NADU, SIVAGANGA",TAMIL NADU,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002ac,x33588,582.443137254902,"TAMIL NADU, TENI",2.9234692728E9,346738.897043,588,TENI,33,"TAMIL NADU, TENI",TAMIL NADU,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002ad,x33733,159.0313725490196,"TAMIL NADU, TENKASI",2.88387305437E9,376983.820507,733,TENKASI,33,"TAMIL NADU, TENKASI",TAMIL NADU,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002ae,x33586,3767.505882352942,"TAMIL NADU, THANJAVUR",3.47113001169E9,657496.455385,586,THANJAVUR,33,"TAMIL NADU, THANJAVUR",TAMIL NADU,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002af,x33590,8088.376470588229,"TAMIL NADU, THIRUVARUR",2.29424733182E9,478490.388868,590,THIRUVARUR,33,"TAMIL NADU, THIRUVARUR",TAMIL NADU,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002b0,x33591,1811.0941176470585,"TAMIL NADU, TIRUCHIRAPALLI",4.54466249421E9,803655.820801,591,TIRUCHIRAPALLI,33,"TAMIL NADU, TIRUCHIRAPALLI",TAMIL NADU,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002b1,x33592,540.1607843137256,"TAMIL NADU, TIRUNELVELI",4.00349767272E9,472798.255667,592,TIRUNELVELI,33,"TAMIL NADU, TIRUNELVELI",TAMIL NADU,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002b2,x33634,294.0,"TAMIL NADU, TIRUPPUR",5.2589150043E9,694086.496906,634,TIRUPPUR,33,"TAMIL NADU, TIRUPPUR",TAMIL NADU,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002b3,x33732,26.0,"TAMIL NADU, TIRUPPATTUR",2.11429906062E9,320210.743993,732,TIRUPPATTUR,33,"TAMIL NADU, TIRUPPATTUR",TAMIL NADU,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002b4,x33589,8702.023529411772,"TAMIL NADU, TIRUVALLUR",3.21385985187E9,690569.583461,589,TIRUVALLUR,33,"TAMIL NADU, TIRUVALLUR",TAMIL NADU,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002b5,x33593,1994.0666666666668,"TAMIL NADU, TIRUVANNAMALAI",6.18027737592E9,717314.505342,593,TIRUVANNAMALAI,33,"TAMIL NADU, TIRUVANNAMALAI",TAMIL NADU,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002b6,x33594,2299.129411764706,"TAMIL NADU, TUTICORIN",4.8738187708E9,528597.004217,594,TUTICORIN,33,"TAMIL NADU, TUTICORIN",TAMIL NADU,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002b7,x33595,68.0,"TAMIL NADU, VELLORE",2.10143915885E9,428348.677371,595,VELLORE,33,"TAMIL NADU, VELLORE",TAMIL NADU,"{""type"":""MultiPoint"",""coordinates"":[]}"
