di_code,dist23,st_code,state23,pred_per_diff,FlowAcc_sum,GFD_sum,mean_monthly_avg_rd_MD,mean_monthly_avg_rd_MN,precip_sum_mm,precip_mean_mm,mean_tmax,highersecondaryabove_district,vulnerability_district,anger,positive,anticipation,joy,surprise,trust,fear,negative,disgust,sadness,emotion_total,Tone_Avg,Tone_Positive,Tone_Negative,Tone_Polarity,Tone_ActivityRef,Tone_SelfGroupRef,anger_share,fear_share,sadness_share,joy_share,disgust_share,surprise_share,anticipation_share,trust_share,anger_intensity,fear_intensity,sadness_intensity,joy_intensity,disgust_intensity,surprise_intensity,anticipation_intensity,trust_intensity,flood_news_count
125,BAHRAICH,9,UTTAR PRADESH,25.1660929645442,73804065.56470588,109410.137254902,1.176865636,1.150973858,400.8643188,57.26633126,29.9534623,-1.2415909288251847,0.0853954485171168,20.0,56.0,23.0,12.0,17.0,42.0,42.0,57.0,3.0,23.0,182.0,-4.89840257475,1.700985604,6.5993881785,8.30037378225,24.90674434,0.36708415275,0.10266745825,0.21349688025,0.123465057,0.0713553742499999,0.01662174325,0.08481031525,0.12429928525,0.2632838859999999,0.014081344,0.0288866205,0.01655269725,0.00895538825,0.00244612975,0.011521617,0.0161308319999999,0.03207191375,4.0
181,SHRAWASTI,9,UTTAR PRADESH,29.5830353656736,5922238.043137254,7892.996078431372,1.057515987,1.050506329,181.5674438,60.52248128,29.58220863,-1.4878792569090462,-0.8161955988788456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,BALRAMPUR,9,UTTAR PRADESH,28.1765484521068,8778086.219607852,34677.156862745105,1.084227862,1.071398477,249.9651794,62.49129486,29.89908776,-1.3557497605902304,-0.3598777759460547,7.0,40.0,12.0,7.0,6.0,11.0,23.0,13.0,3.0,8.0,77.0,-4.29781337575,2.25355071375,6.5513640895,8.8049148035,19.71789283,0.18315018325,0.1228864737499999,0.3309178745,0.08514492725,0.08031400975,0.028683575,0.1328502415,0.1150362319999999,0.10416666675,0.008616126,0.0254742785,0.0082352355,0.0060945755,0.003224597,0.007852118,0.009128556,0.0078196555,4.0
147,GONDA,9,UTTAR PRADESH,11.8303576333534,13457998.301960783,55572.27843137259,1.462495604,1.416853953,419.6631775,59.9518825,30.49901254,-0.773969806296977,-0.8161955988788456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,SIDDHARTHNAGAR,9,UTTAR PRADESH,8.53425272563563,13598298.66274508,46527.576470588225,1.260107838,1.386936274,196.4331665,65.47772217,30.38062541,-1.105344280359795,-0.8161955988788456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,BASTI,9,UTTAR PRADESH,9.82059981705361,53603719.85098046,70964.14901960782,1.516505119,1.51849719,183.4347534,61.14491781,30.72019542,-0.1713483238796085,-0.8161955988788456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,SANTKABIRNAGAR,9,UTTAR PRADESH,12.1384943977006,25081640.525490195,41869.69411764707,1.518353109,1.540242859,164.7982788,54.9327596,30.78483073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,MAHARAJGANJ,9,UTTAR PRADESH,24.2243564607971,5419815.56470588,18513.788235294116,1.366739182,1.406167638,333.0142212,66.60284424,30.2045166,,,5.0,12.0,8.0,0.0,6.0,13.0,12.0,22.0,7.0,10.0,61.0,-4.514363885,1.367989056,5.882352941,7.250341997,21.34062927,0.0,0.081967213,0.196721311,0.163934426,0.0,0.114754098,0.098360656,0.131147541,0.213114754,0.006849315,0.016438356,0.01369863,0.0,0.009589041,0.008219178,0.010958904,0.017808219,1.0
148,GORAKHPUR,9,UTTAR PRADESH,14.6044706323495,68015042.19999999,130772.22745098046,3.373043477,3.357735675,267.8847351,53.57694702,30.82291521,0.3930989947563554,0.7034258500704813,13.0,66.0,23.0,16.0,8.0,31.0,29.0,40.0,5.0,21.0,146.0,-2.33661955825,3.3513789912500003,5.687998549,9.03937753975,20.7586527825,0.165119505,0.07253626,0.188875939,0.12846412825,0.1353923855,0.03661616175,0.0558469307499999,0.1546879045,0.2275802902499999,0.00932460725,0.0222572855,0.0162085977499999,0.0140193095,0.0042634955,0.00650957175,0.0183858395,0.0259764835,4.0
160,KUSHINAGAR,9,UTTAR PRADESH,25.7780651849694,14538230.623529408,27668.576470588236,1.927607996,1.902896285,191.7733002,63.92443339,30.69967869,-0.657650808176439,1.3205516536261692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,DEORIA,9,UTTAR PRADESH,8.54633182588434,48245599.80000002,31698.15686274509,1.905863004,1.869357057,111.5013123,55.75065613,30.91856523,0.3673681197864417,-0.2721481944990574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,AZAMGARH,9,UTTAR PRADESH,2.76462510785746,29867104.70980396,60125.76470588237,1.994307639,1.953613076,279.6087341,46.60145569,30.99756329,0.1410287110032388,0.1252079097368471,11.0,28.0,14.0,7.0,6.0,20.0,17.0,21.0,7.0,5.0,87.0,-4.037590505,2.2274936355,6.265084138500001,8.492577774499999,15.018018315,0.917446358,0.1261363635,0.180681818,0.0454545455,0.096306818,0.0767045455,0.0676136364999999,0.1860795455,0.2210227275,0.019236742,0.0286707039999999,0.007861635,0.01343272,0.0119768615,0.0104045345,0.0263801535,0.0343582575,2.0
168,MAU,9,UTTAR PRADESH,10.230828620972,24040162.274509773,39632.20000000001,2.685262624,2.604507526,185.9979095,46.49947739,31.04507637,0.6424920774553566,0.0648272835237758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,BALLIA,9,UTTAR PRADESH,22.4916137579009,323352033.6509798,132710.51764705885,1.847413408,1.816785347,206.616745,51.65418625,30.92623901,0.6754930093509273,0.5151784573721006,14.0,25.0,11.0,12.0,7.0,22.0,19.0,21.0,10.0,13.0,108.0,-5.759162304,2.617801047,8.376963351,10.9947644,21.46596859,0.698080279,0.12962963,0.175925926,0.12037037,0.111111111,0.092592593,0.064814815,0.101851852,0.203703704,0.02559415,0.034734918,0.023765996,0.021937843,0.018281536,0.012797075,0.020109689,0.040219378,1.0
152,JAUNPUR,9,UTTAR PRADESH,-0.615846680551279,34014782.172549024,6552.792156862746,2.210868718,2.079328506,172.0826874,43.02067184,31.10132708,0.3661471958449255,0.6457350251792979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,GAZIPUR,9,UTTAR PRADESH,0.243092915887424,475334941.1686274,52809.925490196096,1.920734639,1.861771108,223.9277649,44.78555298,31.05975124,,,4.0,27.0,6.0,4.0,8.0,14.0,11.0,25.0,3.0,15.0,65.0,-8.839563863,1.4691305579999998,10.3086944205,11.777824979,17.535754745,0.4672897195,0.0596926715,0.1513002365,0.2452718675,0.0425531915,0.0490543735,0.085106383,0.098108747,0.2689125295,0.0072308059999999,0.0202087385,0.0265754855,0.007662835,0.0053150969999999,0.0153256705,0.0106301939999999,0.023795718,2.0
135,CHANDAULI,9,UTTAR PRADESH,5.42403908967302,150284545.25490195,54596.552941176466,1.918718668,1.821194192,199.8178864,49.95447159,30.77414551,0.4347130966742325,-0.8161955988788456,3.0,14.0,3.0,2.0,0.0,9.0,10.0,8.0,0.0,3.0,30.0,-4.485488127,0.527704485,5.013192612,5.540897098,20.31662269,0.0,0.1,0.333333333,0.1,0.066666667,0.0,0.0,0.1,0.3,0.008310249,0.027700831,0.008310249,0.005540166,0.0,0.0,0.008310249,0.024930748,1.0
187,VARANASI,9,UTTAR PRADESH,0.102390387101323,207479328.18431365,9421.082352941175,5.423874975,5.180405763,165.9932098,41.49830246,31.10033417,1.2067177131885456,-0.8161955988788456,63.0,358.0,146.0,90.0,54.0,175.0,160.0,196.0,41.0,99.0,828.0,-2.6174015004444446,1.9680767323333337,4.585478232888889,6.553554965333333,21.90969626777778,0.4140524786111111,0.0794227637777777,0.2004632758888889,0.1170268875,0.1078917956666666,0.0445635598333333,0.0577895776666666,0.1694938835555555,0.2233482561111111,0.0083190133333333,0.0220691286666666,0.0129226054444444,0.0115917685,0.0048962071666666,0.006741969,0.0177195564999999,0.0241787513888888,18.0
179,BHADOHI,9,UTTAR PRADESH,12.8722677590164,171085001.68235302,6501.3647058823535,3.146252646,2.86841747,97.48456573,48.74228287,31.1912384,,,5.0,18.0,3.0,0.0,2.0,11.0,3.0,7.0,0.0,0.0,24.0,0.0,2.762430939,2.762430939,5.524861878,18.78453039,0.276243094,0.208333333,0.125,0.0,0.0,0.0,0.083333333,0.125,0.458333333,0.012345679,0.007407407,0.0,0.0,0.0,0.004938272,0.007407407,0.027160494,1.0
170,MIRZAPUR,9,UTTAR PRADESH,0.907274810231243,451577016.6274507,42710.031372549085,1.58308933,1.492796986,207.9040985,51.97602463,30.93673028,0.093070934468847,-0.1404110015813801,3.0,30.0,8.0,7.0,11.0,15.0,11.0,17.0,1.0,3.0,59.0,-2.892561983,2.066115702,4.958677686,7.024793388,20.04132231,0.20661157,0.050847458,0.186440678,0.050847458,0.118644068,0.016949153,0.186440678,0.13559322,0.254237288,0.005836576,0.021400778,0.005836576,0.013618677,0.001945525,0.021400778,0.015564202,0.029182879,1.0
184,SONBHADRA,9,UTTAR PRADESH,8.74458377026384,56024740.56078421,26972.070588235285,1.173944396,1.114002448,502.3017883,62.78772354,30.47591824,-0.3429118613626414,-0.8161955988788456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,ETAH,9,UTTAR PRADESH,-0.683034221557435,5431704.062745107,3328.0862745098043,1.431440011,1.407194711,216.5084839,43.30169678,30.53039042,0.0375503285458185,0.1800830486274448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,KASGANJ,9,UTTAR PRADESH,15.390581614248,22586670.674509883,39538.24313725489,1.068446794,1.052609721,142.296051,47.43201701,30.29851074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PASHCHIMI CHAMPARAN,10,BIHAR,28.6785737529835,36256420.55686277,100608.64705882352,0.972200158,0.988506421,534.335083,66.79188538,30.10891544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PURBI CHAMPARAN,10,BIHAR,26.2662841521359,23767836.6431373,171881.71372548997,1.623990745,1.557112051,336.3728333,67.27456665,30.72168908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,SHEOHAR,10,BIHAR,5.03353335663909,1447345.9960784316,10488.399999999989,1.510320024,1.451493948,56.77293015,56.77293015,30.6854187,-1.3687466415796683,1.379979433495074,5.0,36.0,10.0,12.0,9.0,18.0,10.0,25.0,3.0,12.0,79.0,-1.911468813,0.905432596,2.816901408,3.722334004,18.41046278,0.0,0.063291139,0.126582278,0.151898734,0.151898734,0.037974684,0.113924051,0.126582278,0.227848101,0.004436557,0.008873114,0.010647737,0.010647737,0.002661934,0.007985803,0.008873114,0.015971606,1.0
221,SITAMARHI,10,BIHAR,14.5236511887598,2929370.160784317,97740.79215686282,1.584979127,1.539845311,175.4202881,58.47342936,30.66899278,-1.2158966725060762,2.0,3.0,25.0,3.0,4.0,4.0,9.0,17.0,21.0,0.0,8.0,48.0,-3.206101295333333,2.5213835726666667,5.727484867666667,8.24886844,23.563096973333337,0.3276003276666666,0.0640182186666666,0.359986505,0.1745107963333333,0.0815620783333333,0.0,0.0833333333333333,0.0673076923333333,0.1692813766666666,0.005495445,0.0285050776666666,0.0157455943333333,0.0062361856666666,0.0,0.0104166666666666,0.007358871,0.0099398896666666,3.0
206,MADHUBANI,10,BIHAR,6.53187487600179,8524773.533333339,107586.52156862748,1.618710947,1.557686338,273.2661743,54.65323486,30.44644601,-0.8609894212493655,0.759974659077413,12.0,46.0,23.0,16.0,8.0,24.0,24.0,26.0,7.0,18.0,132.0,-2.231160114333333,2.968642558333334,5.199802672666666,8.168445232,20.57169851,0.278551532,0.0888158163333333,0.1858847886666666,0.142114237,0.1146673163333333,0.0531482156666666,0.0603945923333333,0.172224252,0.1827507813333333,0.0112161149999999,0.0224865566666666,0.0156789046666666,0.012239287,0.0061620863333333,0.0067770923333333,0.0174390373333333,0.021049704,3.0
223,SUPAUL,10,BIHAR,30.2266472170582,32017892.098039232,106903.6392156862,1.322773414,1.257174859,198.8106995,66.27023315,30.27210808,-1.229352839502681,-0.8161955988788456,4.0,28.0,20.0,10.0,10.0,21.0,16.0,23.0,1.0,11.0,93.0,-2.456499488,2.354145343,4.810644831,7.164790174,20.06141249,1.125895599,0.043010753,0.172043011,0.11827957,0.107526882,0.010752688,0.107526882,0.215053763,0.225806452,0.004329004,0.017316017,0.011904762,0.010822511,0.001082251,0.010822511,0.021645022,0.022727273,1.0
188,ARARIA,10,BIHAR,30.822271432078,2237551.4627450975,22312.262745098044,1.177265261,1.138329817,286.2587891,71.56469727,30.07146962,-1.3847976359075933,2.0,23.0,64.0,35.0,9.0,12.0,37.0,61.0,73.0,14.0,37.0,228.0,-4.357707169399999,1.5430136814000002,5.900720851,7.443734532399999,22.327403351999997,0.0865800866,0.0874169288,0.2355992794,0.1591132176,0.058485412,0.0661089736,0.0604174934,0.1058457178,0.2270129776,0.009821439,0.0250412422,0.0164201514,0.0038967504,0.0060886966,0.005411647,0.0118510593999999,0.0201990042,5.0
203,KISHANGANJ,10,BIHAR,19.3585147829708,3408649.109803928,1907.9176470588231,1.269496623,1.223295026,190.4620056,95.23100281,29.87527466,-1.5196496405409163,1.1870355732988098,5.0,33.0,14.0,9.0,10.0,21.0,27.0,38.0,5.0,14.0,105.0,-6.142215569,1.973802395,8.116017964000001,10.08982036,20.17964072,0.625,0.05875,0.2375,0.1425,0.0837499999999999,0.0725,0.10375,0.12875,0.1725,0.007910889,0.028896719,0.018337501,0.010426612,0.010294006,0.0134386599999999,0.0159543835,0.0203568989999999,2.0
214,PURNIA,10,BIHAR,27.908121825212,10121419.47843137,46375.17647058822,1.481416886,1.412366402,202.9818726,67.66062419,30.11834106,-1.213168553996294,2.0,4.0,54.0,21.0,6.0,5.0,32.0,36.0,38.0,5.0,20.0,129.0,-5.733953812333333,0.9674547546666666,6.7014085676666655,7.668863322333333,21.719553543333333,0.1860742203333333,0.0309343433333333,0.276067123,0.14025334,0.0527757413333333,0.04135101,0.0477252363333333,0.1671045129999999,0.2437886936666666,0.0031699376666666,0.0258485013333333,0.01342748,0.0043700596666666,0.004153222,0.0037683749999999,0.0153000806666666,0.0237004923333333,3.0
201,KATIHAR,10,BIHAR,32.3906686884246,553149085.2549018,302260.16078431375,1.262604063,1.190369519,299.3594971,59.87189941,29.98578644,-1.2593765591317154,0.3927986330762391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,MADHEPURA,10,BIHAR,31.30802494032,9654696.501960786,109353.23529411777,1.489565599,1.422966518,259.7547913,64.93869781,30.24825096,-1.0456851884416372,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,SAHARSA,10,BIHAR,31.9609648561862,45417326.61568628,127806.6196078431,1.59728841,1.531465184,176.8014374,58.93381246,30.36991692,-0.8786419402809075,1.1103677641324805,6.0,37.0,14.0,8.0,7.0,17.0,20.0,18.0,3.0,5.0,80.0,-2.2808657715,1.9638506435,4.2447164145,6.2085670575,19.461725880000003,0.0,0.0666666665,0.2866666665,0.05,0.0933333335,0.0433333335,0.0766666665,0.18,0.2033333335,0.006664632,0.0246743995,0.0053418805,0.009055759,0.0037138785,0.007733008,0.0164835165,0.0194342695,2.0
195,DARBHANGA,10,BIHAR,29.0810005850197,9246242.2,373722.3294117645,2.017737006,1.949091854,209.7098083,52.42745209,30.55991211,-0.897296106053751,2.0,5.0,27.0,9.0,5.0,7.0,23.0,23.0,22.0,5.0,9.0,86.0,-5.736417879,2.9362503925,8.672668271000001,11.6089186635,23.37660072,0.0,0.0576086955,0.264673913,0.1059782609999999,0.0592391305,0.0576086955,0.0826086955,0.1027173915,0.2695652175,0.0084829995,0.038745579,0.0172029215,0.009864087,0.0084829995,0.0135335045,0.014440746,0.042888843,2.0
208,MUZAFFARPUR,10,BIHAR,22.3704082667775,22269341.60392152,240850.11764705888,2.121712575,2.053721991,192.4364624,48.1091156,30.79580383,-0.6732194784703782,1.1056574542882742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,GOPALGANJ,10,BIHAR,25.0877123284861,19464803.631372556,61112.57254901963,1.653480796,1.620106335,242.753479,60.68836975,30.93440108,-0.9487718680669174,1.031368472792069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,SIWAN,10,BIHAR,19.3604289063785,27584082.39607843,40594.486274509814,1.602927886,1.543495755,168.4888763,56.16295878,30.91521835,-0.8001306933680633,-0.2017420598146143,2.0,36.0,15.0,3.0,3.0,21.0,26.0,25.0,5.0,18.0,93.0,-4.556828004,0.97191376,5.5287417645,6.5006555245,25.9900079,0.0,0.0144927535,0.283514493,0.198369565,0.0217391305,0.0769927535,0.035326087,0.1630434785,0.2065217395,0.0017636685,0.0253543585,0.017606351,0.0026455025,0.005449172,0.0029921695,0.0146141815,0.0199051865,2.0
218,SARAN,10,BIHAR,26.2185379088346,565316657.3686272,197613.23137254943,2.005747011,1.92040143,239.9782715,47.9956543,30.83948975,-0.5756414291567359,0.6559326717958751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,VAISHALI,10,BIHAR,17.9183788400949,354617684.29019636,142797.231372549,2.318676302,2.22884382,188.4704895,47.11762238,30.75103149,-0.6396948803611447,1.1020752491565555,2.0,14.0,3.0,1.0,2.0,10.0,4.0,9.0,4.0,3.0,29.0,-3.836930456,0.71942446,4.556354916,5.275779376,22.06235012,0.239808153,0.068965517,0.137931034,0.103448276,0.034482759,0.137931034,0.068965517,0.103448276,0.344827586,0.004950495,0.00990099,0.007425743,0.002475248,0.00990099,0.004950495,0.007425743,0.024752475,1.0
217,SAMASTIPUR,10,BIHAR,25.7779286656009,170192407.7372549,257429.04313725512,1.849834366,1.784632021,189.5785217,47.39463043,30.60415904,-0.8290333166397822,1.7440274805554512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,BEGUSARAI,10,BIHAR,28.5884693315727,409110940.66274494,182612.25882352932,2.787499597,2.765039332,94.06567383,47.03283691,30.43317261,-0.6304407090373411,0.2295059056433445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,KHAGARIA,10,BIHAR,30.5152993943635,79152756.60784315,302936.9294117648,1.315656031,1.283891606,112.0278931,56.01394653,30.27267075,-0.9913110541658554,2.0,2.0,9.0,2.0,1.0,0.0,9.0,2.0,4.0,2.0,1.0,19.0,-0.330033003,2.640264026,2.97029703,5.610561056,16.50165017,0.330033003,0.105263158,0.105263158,0.052631579,0.052631579,0.105263158,0.0,0.105263158,0.473684211,0.006134969,0.006134969,0.003067485,0.003067485,0.006134969,0.0,0.006134969,0.027607362,1.0
192,BHAGALPUR,10,BIHAR,30.9084437980053,656290813.5803916,368305.9843137261,1.862561916,1.757439302,168.8745422,56.29151408,30.0485063,-0.3118597328513325,0.8850465126799446,3.0,34.0,14.0,10.0,1.0,18.0,13.0,14.0,4.0,8.0,71.0,-2.425097838,2.425097838,4.850195676,7.275293514,21.28055431,0.152905199,0.025,0.21969697,0.103787879,0.1204545455,0.0333333335,0.0083333335,0.153787879,0.335606061,0.004373178,0.0273977725,0.014477586,0.017393038,0.005830904,0.001457726,0.023223942,0.040317959,2.0
190,BANKA,10,BIHAR,24.4193464282722,1328979.4549019602,5627.850980392158,1.012209661,0.976238765,214.6699371,53.66748428,30.01660989,-1.1345599842369731,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,MUNGER,10,BIHAR,31.1234602176381,518002273.81960773,150783.95686274517,1.609077379,1.565156712,112.0134583,56.00672913,30.14439174,0.0208443618959562,0.6760487102771447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,LAKHISARAI,10,BIHAR,30.2466981835443,14732011.705882365,79494.09019607847,1.48446452,1.476491642,146.6078491,48.86928304,30.25974121,-0.7611734153852228,-0.7940307046263357,5.0,22.0,7.0,5.0,2.0,9.0,3.0,6.0,2.0,7.0,40.0,-3.970223325,1.240694789,5.210918114,6.451612903,24.06947891,0.0,0.125,0.075,0.175,0.125,0.05,0.05,0.175,0.225,0.012437811,0.007462687,0.017412935,0.012437811,0.004975124,0.004975124,0.017412935,0.02238806,1.0
219,SHEIKHPURA,10,BIHAR,26.3430277177724,1913870.62745098,37767.20784313727,1.869997717,1.854194832,41.41628647,41.41628647,30.59094493,-0.7473169714770053,-0.8161955988788456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,NALANDA,10,BIHAR,26.470566338416,3032785.0039215735,154821.56078431362,2.0896473,2.013446042,87.86750793,43.93375397,30.71239319,-0.3284164100964784,-0.07761003172083,7.0,30.0,13.0,15.0,3.0,16.0,9.0,13.0,2.0,5.0,70.0,1.09223301,3.155339806,2.063106796,5.218446602,15.77669903,0.849514563,0.1,0.128571429,0.071428571,0.214285714,0.028571429,0.042857143,0.185714286,0.228571429,0.011058452,0.014218009,0.007898894,0.023696682,0.003159558,0.004739336,0.020537125,0.025276461,1.0
212,PATNA,10,BIHAR,8.22031347597993,329118886.0666665,356393.18431372504,4.163575194,4.056166628,139.1079254,46.36930847,30.76846313,0.7500686762950926,1.2806343972606908,21.0,156.0,56.0,38.0,24.0,94.0,57.0,73.0,24.0,37.0,351.0,-2.430774299142857,2.2072511615714285,4.638025461428571,6.845276622,19.795674960000003,0.3577079961428571,0.0599129368571428,0.158788677,0.106223724,0.1105236942857142,0.0605564131428571,0.0735462024285714,0.1584033691428571,0.2720449827142857,0.0074763404285714,0.0190929328571428,0.014092347,0.0138121487142857,0.0082919591428571,0.0115133371428571,0.0188650405714285,0.0297178384285714,7.0
193,BHOJPUR,10,BIHAR,23.8736839996036,115244811.7568627,63227.41960784312,1.955232289,1.901729538,150.9510193,50.31700643,30.9597168,-0.3892619589023572,-0.2034998806169664,5.0,57.0,24.0,15.0,12.0,34.0,33.0,44.0,4.0,12.0,139.0,-5.4286605523333336,0.8067977348333333,6.235458287,7.042256022,23.273539176666663,0.0,0.0298629175,0.2090876113333333,0.0822431728333333,0.1154843546666666,0.0262397291666666,0.085671843,0.1626946591666666,0.2887157126666667,0.002425301,0.0179963421666666,0.0080485531666666,0.0105078315,0.0021354459999999,0.0067969384999999,0.0142194575,0.0272260855,6.0
194,BUXAR,10,BIHAR,27.2411386840976,183478129.84313735,35676.15686274512,1.696610267,1.642031876,112.9094391,56.45471954,31.02227444,-0.4085039133777314,-0.7074514298161388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,KAIMUR,10,BIHAR,9.16752957542074,3747081.2,54979.1921568628,1.031603089,1.005277476,325.8189697,54.30316162,30.6896198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,ROHTAS,10,BIHAR,12.446476318233,51692128.92941183,59842.84313725491,1.402521439,1.312275087,271.6096497,54.32192993,30.80193278,-0.0562938039854421,1.022889262026334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,AURANGABAD,10,BIHAR,1.60330221414473,24123304.96078432,30681.129411764698,1.528354459,1.374532145,161.2309113,53.74363708,30.9023604,-0.4760044424964215,1.0419355360798157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,GAYA,10,BIHAR,-2.12194633108337,5034497.341176467,16290.117647058816,1.674182759,1.632966705,506.2136841,50.62136841,30.69623947,-0.7116466997385846,-0.4657887706505302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,NAWADA,10,BIHAR,17.0878294647831,1853404.8078431385,12679.23921568626,1.371435873,1.365008779,159.9819641,53.32732137,30.3715959,-0.8763270133483293,-0.8161955988788456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,JAMUI,10,BIHAR,20.2173294945846,1071701.0784313728,7353.121568627453,1.019421455,1.018774211,209.6459961,52.41149902,29.99831449,-1.234100284488726,-0.8161955988788456,0.0,11.0,4.0,4.0,1.0,5.0,2.0,1.0,0.0,0.0,16.0,0.523560209,1.570680628,1.047120419,2.617801047,19.37172775,0.0,0.0,0.125,0.0,0.25,0.0,0.0625,0.25,0.3125,0.0,0.010869565,0.0,0.02173913,0.0,0.005434783,0.02173913,0.027173913,1.0
199,JAHANABAD,10,BIHAR,2.11333647810397,2387163.8784313747,7077.968627450981,2.26484971,2.134728137,48.58327484,48.58327484,31.02685547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,ARWAL,10,BIHAR,10.5374882359633,11863827.917647053,9470.760784313732,1.547560054,1.456946871,49.58879852,49.58879852,31.11027718,-0.5301741809024328,-0.8161955988788456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,NORTH,11,SIKKIM,21.2017458311312,2967601.5725490185,354.57647058823534,18.1758138,18.11056693,1083.772827,154.8246896,5.0513978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,WEST,11,SIKKIM,0.463416929366211,563833.9137254906,23.011764705882353,35.29656112,34.79835966,371.4390259,185.7195129,16.93245443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,SOUTH,11,SIKKIM,-5.39756516558505,2230724.8078431375,31.96078431372549,0.743920026,0.686481598,193.2966919,193.2966919,18.8345108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,EAST,11,SIKKIM,-9.67476979611882,316145.5490196077,18.04705882352941,47.31769944,46.44982105,371.2247314,185.6123657,15.60231323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,TAWANG,12,ARUNACHAL PRADESH,-4.53757597708925,3547989.211764708,434.9803921568627,0.398455881,0.378121109,438.6469727,87.72939453,9.991655986,-0.558521862817321,-0.8161955988788456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,WEST KAMENG,12,ARUNACHAL PRADESH,-9.7992188472563,4621369.560784316,93.08235294117644,0.408091327,0.398601669,1244.414063,177.7734375,16.57113865,-0.0131969403092166,-0.8161955988788456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,EAST KAMENG,12,ARUNACHAL PRADESH,-14.8447299435867,4886566.011764705,30.2078431372549,0.372831182,0.363622043,1932.38623,276.0551758,14.27894374,-0.718540046603585,-0.8161955988788456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
723,PAKKE KESSANG,12,ARUNACHAL PRADESH,-14.8447299435867,2619175.396078433,26.67843137254902,0.38960105,0.389226887,249.852829,124.9264145,22.87191162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PAPUMPARE,12,ARUNACHAL PRADESH,20.2713946737144,1501629.7098039223,15.109803921568629,0.676716756,0.677606115,1118.15625,186.359375,22.20805795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,UPPER SUBANSIRI,12,ARUNACHAL PRADESH,-4.72987021597792,26588732.23137254,47.70196078431373,0.325934906,0.310375832,981.5114746,122.6889343,14.73078265,-0.2181988580785198,-0.8161955988788456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
679,SIANG,12,ARUNACHAL PRADESH,-9.95524388796533,186504506.9764706,7.0,0.351399765,0.333194611,781.5778809,156.3155762,20.22952779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
724,LEPA RADA,12,ARUNACHAL PRADESH,-9.95524388796533,201148.8588235295,2.0,0.417948015,0.394653545,152.335022,152.335022,25.11794281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
