system:index,GEOID,GeoName,Shape_Area,Shape_Leng,di_code,dist23,st_code,st_di23,state23,sum,.geo
000000000000000000ae,x21356,"ODISHA, JAJAPUR",2.7944819502E9,433131.244933,356,JAJAPUR,21,"ODISHA, JAJAPUR",ODISHA,3.490987218039215E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b8,x21357,"ODISHA, JHARSUGUDA",1.99540961159E9,357233.919033,357,JHARSUGUDA,21,"ODISHA, JHARSUGUDA",ODISHA,3.1831908219607834E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000be,x21358,"ODISHA, KALAHANDI",7.63272725079E9,636149.204257,358,KALAHANDI,21,"ODISHA, KALAHANDI",ODISHA,9834424.392156884,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000bf,x21359,"ODISHA, KANDHAMAL",7.74567877495E9,644946.622146,359,KANDHAMAL,21,"ODISHA, KANDHAMAL",ODISHA,2624789.3999999994,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000cc,x21360,"ODISHA, KENDRAPARHA",2.44427471733E9,406097.545427,360,KENDRAPARHA,21,"ODISHA, KENDRAPARHA",ODISHA,9.327580209803927E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000cd,x21361,"ODISHA, KEONJHAR (KENDUJHAR)",7.99678094992E9,664391.230171,361,KEONJHAR (KENDUJHAR),21,"ODISHA, KEONJHAR (KENDUJHAR)",ODISHA,1.1833417125490174E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000cf,x21362,"ODISHA, KHORDHA",2.78180624782E9,640351.921239,362,KHORDHA,21,"ODISHA, KHORDHA",ODISHA,600904.054901961,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000da,x21363,"ODISHA, KORAPUT",8.13151807243E9,790931.634247,363,KORAPUT,21,"ODISHA, KORAPUT",ODISHA,6432755.349019602,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ef,x21364,"ODISHA, MALKANGIRI",5.61445354826E9,502153.527855,364,MALKANGIRI,21,"ODISHA, MALKANGIRI",ODISHA,1.3671441917647041E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f6,x21365,"ODISHA, MAYURBHANJ",1.00225043332E10,778904.112728,365,MAYURBHANJ,21,"ODISHA, MAYURBHANJ",ODISHA,6339733.639215688,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000fe,x21366,"ODISHA, NABARANGAPUR",5.27517554299E9,557230.080145,366,NABARANGAPUR,21,"ODISHA, NABARANGAPUR",ODISHA,3450743.6156862727,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000104,x21367,"ODISHA, NAYAGARH",3.76328919527E9,434221.305679,367,NAYAGARH,21,"ODISHA, NAYAGARH",ODISHA,5.49857256196078E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000110,x21368,"ODISHA, NUAPARHA",3.71185491337E9,419771.819358,368,NUAPARHA,21,"ODISHA, NUAPARHA",ODISHA,1981073.14509804,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000120,x21369,"ODISHA, PURI",3.35493769823E9,488488.405068,369,PURI,21,"ODISHA, PURI",ODISHA,3014716.3254901962,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000012e,x21370,"ODISHA, RAYAGARHA",7.10462218763E9,790225.663471,370,RAYAGARHA,21,"ODISHA, RAYAGARHA",ODISHA,6684981.619607859,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000136,x21371,"ODISHA, SAMBALPUR",6.40616053177E9,647721.289195,371,SAMBALPUR,21,"ODISHA, SAMBALPUR",ODISHA,5.0223410811764754E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000015b,x21372,"ODISHA, SUBARNAPUR",2.27776643105E9,339504.546783,372,SUBARNAPUR,21,"ODISHA, SUBARNAPUR",ODISHA,5.850728083529414E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000015e,x21373,"ODISHA, SUNDARGARH",9.35992918909E9,809479.772383,373,SUNDARGARH,21,"ODISHA, SUNDARGARH",ODISHA,3.4193180490196064E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000181,x21349,"ODISHA, BAUDH (BAUDA)",2.99291321353E9,404642.339121,349,BAUDH (BAUDA),21,"ODISHA, BAUDH (BAUDA)",ODISHA,8.975127280392157E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c6,x34598,"PUDUCHERRY, KARAIKAL",1.605386898E8,127972.228007,598,KARAIKAL,34,"PUDUCHERRY, KARAIKAL",PUDUCHERRY,93693.26666666666,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ea,x34599,"PUDUCHERRY, MAHE",9020243.77364,27438.1073368,599,MAHE,34,"PUDUCHERRY, MAHE",PUDUCHERRY,2897.2588235294115,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000011e,x34600,"PUDUCHERRY, PUDUCHERRY",2.99707106114E8,353092.64223,600,PUDUCHERRY,34,"PUDUCHERRY, PUDUCHERRY",PUDUCHERRY,1077881.7607843133,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000180,x34601,"PUDUCHERRY, YANAM",3.69321462543E7,38726.2440569,601,YANAM,34,"PUDUCHERRY, YANAM",PUDUCHERRY,1771444.2823529409,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001b9,x03027,"PUNJAB, AMRITSAR",2.62310571541E9,380102.553442,027,AMRITSAR,03,"PUNJAB, AMRITSAR",PUNJAB,5949016.203921566,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001c2,x03605,"PUNJAB, BARNALA",1.38679290683E9,246764.006365,605,BARNALA,03,"PUNJAB, BARNALA",PUNJAB,1013832.0941176466,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001c3,x03028,"PUNJAB, BATHINDA",3.28672868471E9,423493.075552,028,BATHINDA,03,"PUNJAB, BATHINDA",PUNJAB,5453948.647058837,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001da,x03029,"PUNJAB, FARIDKOT",1.42377513523E9,232052.269593,029,FARIDKOT,03,"PUNJAB, FARIDKOT",PUNJAB,1794787.239215687,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001dc,x03030,"PUNJAB, FATEHGARH SAHIB",1.12205275054E9,244335.235364,030,FATEHGARH SAHIB,03,"PUNJAB, FATEHGARH SAHIB",PUNJAB,476151.43921568576,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001dd,x03651,"PUNJAB, FAZILKA",2.79883058869E9,365353.754267,651,FAZILKA,03,"PUNJAB, FAZILKA",PUNJAB,2.0061335152941186E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001de,x03031,"PUNJAB, FIROZPUR",2.31405324757E9,385056.483121,031,FIROZPUR,03,"PUNJAB, FIROZPUR",PUNJAB,4.566977360392152E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001e3,x03032,"PUNJAB, GURDASPUR",2.55262289918E9,329343.615225,032,GURDASPUR,03,"PUNJAB, GURDASPUR",PUNJAB,7039642.298039211,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001e8,x03033,"PUNJAB, HOSHIARPUR",3.31139243665E9,432605.848036,033,HOSHIARPUR,03,"PUNJAB, HOSHIARPUR",PUNJAB,8505621.376470592,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001ec,x03034,"PUNJAB, JALANDHAR",2.57878350538E9,455724.597931,034,JALANDHAR,03,"PUNJAB, JALANDHAR",PUNJAB,3.723153120000001E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001f4,x03035,"PUNJAB, KAPURTHALA",1.595462047E9,437645.667489,035,KAPURTHALA,03,"PUNJAB, KAPURTHALA",PUNJAB,1.125912487843138E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000208,x03036,"PUNJAB, LUDHIANA",3.59912829144E9,398856.01997,036,LUDHIANA,03,"PUNJAB, LUDHIANA",PUNJAB,4.03864242352941E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000020f,x03037,"PUNJAB, MANSA",2.11033572732E9,345168.466611,037,MANSA,03,"PUNJAB, MANSA",PUNJAB,5079779.039215687,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000212,x03038,"PUNJAB, MOGA",2.19488516727E9,305850.123395,038,MOGA,03,"PUNJAB, MOGA",PUNJAB,9538635.121568637,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000214,x03039,"PUNJAB, SRI MUKTSAR SAHIB",2.57052572243E9,353904.864163,039,SRI MUKTSAR SAHIB,03,"PUNJAB, SRI MUKTSAR SAHIB",PUNJAB,3560889.2823529444,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000221,x03040,"PUNJAB, SHAHID BHAGAT SINGH NAGAR",1.23429626652E9,263509.141549,040,SHAHID BHAGAT SINGH NAGAR,03,"PUNJAB, SHAHID BHAGAT SINGH NAGAR",PUNJAB,2.9028273564705882E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000022d,x03662,"PUNJAB, PATHANKOT",9.3302142961E8,246908.587519,662,PATHANKOT,03,"PUNJAB, PATHANKOT",PUNJAB,3073644.007843137,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000022e,x03041,"PUNJAB, PATIALA",3.22729480132E9,638392.494829,041,PATIALA,03,"PUNJAB, PATIALA",PUNJAB,5144765.3882352915,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000023b,x03042,"PUNJAB, RUPNAGAR",1.34256980953E9,332146.989843,042,RUPNAGAR,03,"PUNJAB, RUPNAGAR",PUNJAB,3.6975123486274585E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000023f,x03043,"PUNJAB, SANGRUR",3.5105991643E9,516708.804692,043,SANGRUR,03,"PUNJAB, SANGRUR",PUNJAB,5668472.992156863,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000241,x03608,"PUNJAB, SAS NAGAR (SAHIBZADA AJIT SINGH NAGAR)",1.06534820745E9,315615.196109,608,SAS NAGAR (SAHIBZADA AJIT SINGH NAGAR),03,"PUNJAB, SAS NAGAR (SAHIBZADA AJIT SINGH NAGAR)",PUNJAB,383960.77254902024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000250,x03609,"PUNJAB, TARN TARAN",2.36108761376E9,314763.38614,609,TARN TARAN,03,"PUNJAB, TARN TARAN",PUNJAB,2.2524120729411785E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000d,x08086,"RAJASTHAN, AJMER",8.16029860952E9,812709.256388,086,AJMER,08,"RAJASTHAN, AJMER",RAJASTHAN,7633718.91764706,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000012,x08087,"RAJASTHAN, ALWAR",8.09121238484E9,908983.518749,087,ALWAR,08,"RAJASTHAN, ALWAR",RAJASTHAN,5139842.58823529,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002d,x08088,"RAJASTHAN, BANSWARA",4.3363037191E9,411359.218579,088,BANSWARA,08,"RAJASTHAN, BANSWARA",RAJASTHAN,1.3819343329411753E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000030,x08089,"RAJASTHAN, BARAN",6.72682863594E9,632102.193942,089,BARAN,08,"RAJASTHAN, BARAN",RAJASTHAN,2.4892277431372564E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000032,x08090,"RAJASTHAN, BARMER",2.73192070312E10,1049617.25186,090,BARMER,08,"RAJASTHAN, BARMER",RAJASTHAN,1.0662043321176471E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003d,x08091,"RAJASTHAN, BHARATPUR",4.88116565854E9,731664.143421,091,BHARATPUR,08,"RAJASTHAN, BHARATPUR",RAJASTHAN,1.5521733874509793E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003e,x08092,"RAJASTHAN, BHILWARA",1.00899455423E10,724746.613986,092,BHILWARA,08,"RAJASTHAN, BHILWARA",RAJASTHAN,2.256183980784315E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000044,x08093,"RAJASTHAN, BIKANER",2.92428235102E10,1180982.3923,093,BIKANER,08,"RAJASTHAN, BIKANER",RAJASTHAN,2.66850828156863E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004b,x08094,"RAJASTHAN, BUNDI",5.55782552147E9,483675.262634,094,BUNDI,08,"RAJASTHAN, BUNDI",RAJASTHAN,2.8440089831372544E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000005d,x08095,"RAJASTHAN, CHITTAURGARH",7.51531003881E9,1003416.5436,095,CHITTAURGARH,08,"RAJASTHAN, CHITTAURGARH",RAJASTHAN,2.0839657007843204E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000060,x08096,"RAJASTHAN, CHURU",1.33935639361E10,1026392.85028,096,CHURU,08,"RAJASTHAN, CHURU",RAJASTHAN,1.3302251164705878E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006a,x08097,"RAJASTHAN, DAUSA",3.29272092765E9,515836.19162,097,DAUSA,08,"RAJASTHAN, DAUSA",RAJASTHAN,4282636.6823529415,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000078,x08098,"RAJASTHAN, DHAULPUR",2.92387563346E9,397730.001057,098,DHAULPUR,08,"RAJASTHAN, DHAULPUR",RAJASTHAN,1.0374332715294124E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007b,x08099,"RAJASTHAN, DUNGARPUR",3.6250276858E9,373314.882518,099,DUNGARPUR,08,"RAJASTHAN, DUNGARPUR",RAJASTHAN,1.1024307101960782E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009d,x08101,"RAJASTHAN, HANUMANGARH",9.41583101753E9,939963.777751,101,HANUMANGARH,08,"RAJASTHAN, HANUMANGARH",RAJASTHAN,8.355492076862754E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ac,x08102,"RAJASTHAN, JAIPUR",1.07381119168E10,843777.229147,102,JAIPUR,08,"RAJASTHAN, JAIPUR",RAJASTHAN,6501625.713725501,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ad,x08103,"RAJASTHAN, JAISALMER",3.70768274288E10,1149947.19488,103,JAISALMER,08,"RAJASTHAN, JAISALMER",RAJASTHAN,4.86090946666667E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b0,x08104,"RAJASTHAN, JALOR",1.02370076415E10,734506.078773,104,JALOR,08,"RAJASTHAN, JALOR",RAJASTHAN,5.287197621176467E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b6,x08105,"RAJASTHAN, JHALAWAR",6.09884040769E9,754272.120853,105,JHALAWAR,08,"RAJASTHAN, JHALAWAR",RAJASTHAN,1.4625426749019615E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b9,x08106,"RAJASTHAN, JHUNJHUNUN",5.72522837084E9,520688.84274,106,JHUNJHUNUN,08,"RAJASTHAN, JHUNJHUNUN",RAJASTHAN,2947042.035294117,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ba,x08107,"RAJASTHAN, JODHPUR",2.18570528954E10,1036725.76566,107,JODHPUR,08,"RAJASTHAN, JODHPUR",RAJASTHAN,3.088364753333332E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c7,x08108,"RAJASTHAN, KARAULI",4.83298584986E9,519975.882212,108,KARAULI,08,"RAJASTHAN, KARAULI",RAJASTHAN,3.960271333725485E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d2,x08100,"RAJASTHAN, GANGANAGAR",1.06047003675E10,824329.028612,100,GANGANAGAR,08,"RAJASTHAN, GANGANAGAR",RAJASTHAN,1.0500084977254869E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000dd,x08109,"RAJASTHAN, KOTA",4.89544474357E9,608217.656809,109,KOTA,08,"RAJASTHAN, KOTA",RAJASTHAN,6.0012468243137285E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ff,x08110,"RAJASTHAN, NAGAUR",1.71728984818E10,954558.169266,110,NAGAUR,08,"RAJASTHAN, NAGAUR",RAJASTHAN,1.1560662576470593E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000114,x08111,"RAJASTHAN, PALI",1.19199640908E10,870020.439557,111,PALI,08,"RAJASTHAN, PALI",RAJASTHAN,9704120.941176474,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000011c,x08629,"RAJASTHAN, PRATAPGARH",4.2680965074E9,449221.779975,629,PRATAPGARH,08,"RAJASTHAN, PRATAPGARH",RAJASTHAN,4221533.490196077,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000128,x08112,"RAJASTHAN, RAJ SAMAND",4.45262190953E9,701612.534792,112,RAJ SAMAND,08,"RAJASTHAN, RAJ SAMAND",RAJASTHAN,2430509.345098034,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000013b,x08113,"RAJASTHAN, SAWAI MADHOPUR",4.83936263772E9,570117.2421,113,SAWAI MADHOPUR,08,"RAJASTHAN, SAWAI MADHOPUR",RAJASTHAN,8.598726646274514E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000014b,x08114,"RAJASTHAN, SIKAR",7.46276368614E9,719407.442748,114,SIKAR,08,"RAJASTHAN, SIKAR",RAJASTHAN,2963620.7411764744,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000014f,x08115,"RAJASTHAN, SIROHI",4.93927482901E9,455078.637864,115,SIROHI,08,"RAJASTHAN, SIROHI",RAJASTHAN,1537690.9294117645,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000166,x08116,"RAJASTHAN, TONK",6.92967453309E9,686222.906972,116,TONK,08,"RAJASTHAN, TONK",RAJASTHAN,4.3118503274509855E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000168,x08117,"RAJASTHAN, UDAIPUR",1.12615546757E10,876517.420943,117,UDAIPUR,08,"RAJASTHAN, UDAIPUR",RAJASTHAN,6956095.929411753,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007e,x11225,"SIKKIM, EAST",9.05270519667E8,146187.576225,225,EAST,11,"SIKKIM, EAST",SIKKIM,316145.5490196077,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000010a,x11226,"SIKKIM, NORTH",4.08236222396E9,328955.137372,226,NORTH,11,"SIKKIM, NORTH",SIKKIM,2967601.5725490185,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000154,x11227,"SIKKIM, SOUTH",7.06652227486E8,160104.587712,227,SOUTH,11,"SIKKIM, SOUTH",SIKKIM,2230724.8078431375,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000178,x11228,"SIKKIM, WEST",1.15913019708E9,184178.684242,228,WEST,11,"SIKKIM, WEST",SIKKIM,563833.9137254906,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000296,x33610,"TAMIL NADU, ARIYALUR",1.95355184555E9,259098.153078,610,ARIYALUR,33,"TAMIL NADU, ARIYALUR",TAMIL NADU,1.8727274796078444E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000297,x33730,"TAMIL NADU, CHENGALPATTU",2.7208678965E9,358842.505918,730,CHENGALPATTU,33,"TAMIL NADU, CHENGALPATTU",TAMIL NADU,8456591.623529406,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000298,x33568,"TAMIL NADU, CHENNAI",3.32995243659E8,129264.584986,568,CHENNAI,33,"TAMIL NADU, CHENNAI",TAMIL NADU,406497.5176470588,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000299,x33569,"TAMIL NADU, COIMBATORE",4.77499429649E9,567689.264188,569,COIMBATORE,33,"TAMIL NADU, COIMBATORE",TAMIL NADU,1795133.443137253,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000029a,x33570,"TAMIL NADU, CUDDALORE",3.72627721572E9,538000.310459,570,CUDDALORE,33,"TAMIL NADU, CUDDALORE",TAMIL NADU,2.718638754901962E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000029b,x33571,"TAMIL NADU, DHARMAPURI",4.50766128466E9,524839.925954,571,DHARMAPURI,33,"TAMIL NADU, DHARMAPURI",TAMIL NADU,1.6278410505882358E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000029c,x33572,"TAMIL NADU, DINDIGUL",6.14476304919E9,647345.612172,572,DINDIGUL,33,"TAMIL NADU, DINDIGUL",TAMIL NADU,2213175.4352941173,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000029d,x33573,"TAMIL NADU, ERODE",5.14541340928E9,754856.035429,573,ERODE,33,"TAMIL NADU, ERODE",TAMIL NADU,2.4058135321568616E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000029e,x33574,"TAMIL NADU, KANCHIPURAM",1.7423780072E9,434909.581434,574,KANCHIPURAM,33,"TAMIL NADU, KANCHIPURAM",TAMIL NADU,5914910.113725489,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000029f,x33729,"TAMIL NADU, KALLAKKURICHI",3.54776948139E9,423126.665448,729,KALLAKKURICHI,33,"TAMIL NADU, KALLAKKURICHI",TAMIL NADU,6575330.9137255,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002a0,x33575,"TAMIL NADU, KANYAKUMARI",1.7356567607E9,250200.341266,575,KANYAKUMARI,33,"TAMIL NADU, KANYAKUMARI",TAMIL NADU,342391.117647059,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002a1,x33576,"TAMIL NADU, KARUR",2.93783963939E9,465382.763621,576,KARUR,33,"TAMIL NADU, KARUR",TAMIL NADU,2.7570737666666683E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002a2,x33578,"TAMIL NADU, MADURAI",3.77864919234E9,556591.142734,578,MADURAI,33,"TAMIL NADU, MADURAI",TAMIL NADU,2562734.423529412,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002a3,x33587,"TAMIL NADU, NILGIRIS",2.44856074901E9,348091.550661,587,NILGIRIS,33,"TAMIL NADU, NILGIRIS",TAMIL NADU,368149.2235294121,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002a4,x33579,"TAMIL NADU, NAGAPATTINAM",2.59616007442E9,551117.207372,579,NAGAPATTINAM,33,"TAMIL NADU, NAGAPATTINAM",TAMIL NADU,1.9543377843137257E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002a5,x33580,"TAMIL NADU, NAMAKKAL",3.44714406683E9,421895.926029,580,NAMAKKAL,33,"TAMIL NADU, NAMAKKAL",TAMIL NADU,2.4256369388235297E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002a6,x33581,"TAMIL NADU, PERAMBALUR",1.7711800704E9,293242.935931,581,PERAMBALUR,33,"TAMIL NADU, PERAMBALUR",TAMIL NADU,1018826.000000001,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002a7,x33582,"TAMIL NADU, PUDUKKOTTAI",4.72447076608E9,700396.399693,582,PUDUKKOTTAI,33,"TAMIL NADU, PUDUKKOTTAI",TAMIL NADU,2037456.1019607834,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002a8,x33583,"TAMIL NADU, RAMANATHAPURAM",4.20596547007E9,759677.186729,583,RAMANATHAPURAM,33,"TAMIL NADU, RAMANATHAPURAM",TAMIL NADU,6468639.917647055,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002a9,x33731,"TAMIL NADU, RANIPPETTAI",1.8441105869E9,364819.857096,731,RANIPPETTAI,33,"TAMIL NADU, RANIPPETTAI",TAMIL NADU,4353878.77254902,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002aa,x33584,"TAMIL NADU, SALEM",6.03702918973E9,915161.466656,584,SALEM,33,"TAMIL NADU, SALEM",TAMIL NADU,2.0581383294117656E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002ab,x33585,"TAMIL NADU, SIVAGANGA",4.32402575396E9,696117.078501,585,SIVAGANGA,33,"TAMIL NADU, SIVAGANGA",TAMIL NADU,4337220.164705883,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002ac,x33588,"TAMIL NADU, TENI",2.9234692728E9,346738.897043,588,TENI,33,"TAMIL NADU, TENI",TAMIL NADU,1437128.847058824,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002ad,x33733,"TAMIL NADU, TENKASI",2.88387305437E9,376983.820507,733,TENKASI,33,"TAMIL NADU, TENKASI",TAMIL NADU,687011.6470588236,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002ae,x33586,"TAMIL NADU, THANJAVUR",3.47113001169E9,657496.455385,586,THANJAVUR,33,"TAMIL NADU, THANJAVUR",TAMIL NADU,4.084856267450983E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002af,x33590,"TAMIL NADU, THIRUVARUR",2.29424733182E9,478490.388868,590,THIRUVARUR,33,"TAMIL NADU, THIRUVARUR",TAMIL NADU,1152069.478431372,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002b0,x33591,"TAMIL NADU, TIRUCHIRAPALLI",4.54466249421E9,803655.820801,591,TIRUCHIRAPALLI,33,"TAMIL NADU, TIRUCHIRAPALLI",TAMIL NADU,4.543021246274507E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002b1,x33592,"TAMIL NADU, TIRUNELVELI",4.00349767272E9,472798.255667,592,TIRUNELVELI,33,"TAMIL NADU, TIRUNELVELI",TAMIL NADU,1934434.0588235292,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002b2,x33634,"TAMIL NADU, TIRUPPUR",5.2589150043E9,694086.496906,634,TIRUPPUR,33,"TAMIL NADU, TIRUPPUR",TAMIL NADU,5105455.2901960835,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002b3,x33732,"TAMIL NADU, TIRUPPATTUR",2.11429906062E9,320210.743993,732,TIRUPPATTUR,33,"TAMIL NADU, TIRUPPATTUR",TAMIL NADU,1812902.8313725493,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002b4,x33589,"TAMIL NADU, TIRUVALLUR",3.21385985187E9,690569.583461,589,TIRUVALLUR,33,"TAMIL NADU, TIRUVALLUR",TAMIL NADU,3443495.0823529405,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002b5,x33593,"TAMIL NADU, TIRUVANNAMALAI",6.18027737592E9,717314.505342,593,TIRUVANNAMALAI,33,"TAMIL NADU, TIRUVANNAMALAI",TAMIL NADU,8342871.972549011,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002b6,x33594,"TAMIL NADU, TUTICORIN",4.8738187708E9,528597.004217,594,TUTICORIN,33,"TAMIL NADU, TUTICORIN",TAMIL NADU,5199976.333333334,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002b7,x33595,"TAMIL NADU, VELLORE",2.10143915885E9,428348.677371,595,VELLORE,33,"TAMIL NADU, VELLORE",TAMIL NADU,4669510.980392163,"{""type"":""MultiPoint"",""coordinates"":[]}"
